geoid,distance
7021069,2497
7020974,3248
7020975,1202
7020976,1393
7020977,1510
7020978,1557
7020979,1830
7020980,1748
7020981,2180
7020982,1659
7020983,2042
7020984,2135
7020986,2053
7020987,659
7020988,887
7020989,1577
7020990,916
7020991,1956
7020992,1727
7020993,1410
7020994,1646
7020995,1186
7020996,1257
7020997,1904
7020998,1529
7021028,1936
7020999,1287
7021000,1652
7021001,1354
7021002,1372
7021003,1124
7021004,1198
7021005,939
7021006,1374
7021007,1214
7021008,815
7021009,1037
7021010,1186
7021011,934
7022124,1991
7021012,759
7021013,405
7021014,339
7021015,128
7021016,286
7021017,2365
7021018,349
7021019,1118
7021020,459
7021021,1285
7021022,860
7021023,1224
7021024,729
7021025,1621
7021026,5474
7021027,1001
7019911,3444
7021029,2134
7021030,875
7021031,717
7021032,1204
7021033,1101
7021034,1097
7021035,1050
7021036,1327
7021037,1191
7021038,1488
7021039,901
7021040,1406
7021041,910
7021042,528
7021043,738
7021044,334
7021045,1158
7021047,1380
7021048,2290
7021049,3364
7021050,3310
7021051,2256
7021052,3509
7021053,3432
7021054,3223
7021055,2357
7021056,2218
7021057,2281
7021058,2208
7021059,2140
7021060,2066
7021061,2042
7021062,1790
7021063,2033
7021064,3868
7021065,3714
7021066,3328
7021067,2888
7021068,3065
7021070,2652
7021071,2709
7021072,2802
7021073,3229
7021074,3320
7021075,3103
7021076,3453
7021077,2973
7021078,3607
7021079,2579
7021080,3962
7021081,2866
7021082,3106
7021083,2703
7021612,864
7021084,2428
7021085,1607
7021086,2534
7021087,2253
7021088,1940
7021089,2464
7021090,3166
7021091,2415
7021092,2888
7021093,2518
7021094,10256
7021095,2996
7021096,3070
7021097,2475
7021098,2969
7021099,2902
7021100,3037
7021101,2480
7021102,2092
7021103,1811
7021104,2573
7021105,2130
7021106,1711
7021107,2218
7021108,1581
7021109,1948
7021110,1392
7021111,1627
7021613,989
7021112,1782
7021113,1640
7021114,1246
7021115,2714
7021116,2971
7021117,2843
7021118,3026
7021119,3336
7021120,2909
7021121,2656
7021122,2439
7021123,1860
7021386,2012
7021124,1631
7021125,2134
7021126,2396
7021127,2700
7021128,3340
7021129,1874
7021130,2096
7021131,2018
7021132,2743
7021133,3632
7021134,3465
7021135,3716
7021136,3459
7021137,3069
7021138,3329
7021139,3373
7021140,2958
7021141,3552
7021142,3122
7021143,3477
7021144,3879
7021145,4020
7021147,3170
7021148,3240
7021149,2203
7021150,4100
7021157,1621
7021158,2280
7021159,1815
7021269,1961
7021151,9617
7021152,1584
7021153,2125
7021154,2456
7021155,2126
7021156,2422
7021202,284
7021160,1765
7021161,2353
7021162,2024
7021163,1901
7021164,2224
7021165,1292
7021166,1597
7021167,1435
7021168,2368
7021169,2175
7021170,2419
7021171,2248
7021172,2303
7021173,2274
7021174,2512
7021175,949
7021176,3000
7021177,2644
7021178,2011
7021179,1984
7021180,1814
7021181,1430
7021182,1123
7021183,1173
7021184,780
7021185,1392
7021614,1011
7021186,998
7021187,2365
7021188,680
7021189,796
7021190,439
7021191,568
7021192,214
7021193,306
7021194,641
7021195,948
7021196,836
7021197,1392
7021198,1418
7021199,1812
7021200,1861
7021201,1748
7021204,568
7021205,988
7021206,579
7021207,1237
7021208,1080
7021209,725
7021210,909
7021211,1119
7021212,870
7021213,640
7021214,639
7021215,404
7021216,606
7021217,719
7021218,343
7021219,603
7021220,290
7021221,430
7021222,397
7021223,249
7021224,190
7021225,316
7021226,387
7021227,448
7021228,381
7021229,673
7021230,722
7021231,824
7021232,822
7021233,651
7021234,1165
7021235,1043
7021270,1850
7021236,1089
7021237,827
7021238,1109
7021239,1212
7021240,1444
7021241,1291
7021242,1568
7021243,341
7021244,513
7021245,1010
7021246,887
7021247,1058
7021248,1058
7021249,1479
7021429,1153
7021250,1674
7021251,1418
7021252,1240
7021253,1970
7021254,2219
7021255,2671
7021256,2095
7021257,2842
7021258,2759
7021271,1418
7021430,1119
7021259,1740
7021260,1493
7021261,726
7021262,633
7021263,2752
7021264,2719
7021265,1542
7021266,2213
7021267,1403
7021268,1764
7021272,2400
7021273,1362
7021274,2076
7021275,1580
7021276,1816
7021277,1816
7021278,2154
7021279,2236
7021280,1628
7021281,809
7021282,908
7021283,637
7021284,840
7021387,3043
7021285,1352
7021286,2110
7021287,1709
7021288,1733
7021289,1942
7021290,2131
7021291,1631
7021292,1823
7021293,2082
7021294,2268
7021295,2230
7021296,1913
7021297,2303
7021298,2398
7021299,2781
7021300,2457
7021301,2900
7021302,1930
7021303,2815
7021304,2456
7021305,2236
7021306,3387
7021307,1867
7021308,2790
7021388,2834
7021309,2646
7021310,3225
7021311,3315
7021312,3652
7021313,1874
7021314,2000
7021315,2580
7021316,2093
7021317,2997
7021318,2860
7021319,2334
7021320,3183
7021321,3508
7021389,2386
7021322,3325
7021323,4836
7021324,2046
7021325,1991
7021326,1746
7021327,2067
7021328,1515
7021329,1754
7021330,2016
7021331,1561
7021332,1228
7021341,692
7021333,1686
7021334,669
7021335,479
7021336,1759
7021337,1755
7021338,580
7021339,264
7021340,353
7021368,1361
7021342,485
7021344,775
7021345,757
7021346,1793
7021347,1542
7021348,2393
7021349,2143
7021350,2634
7021351,2550
7021352,2412
7021383,1347
7021384,1194
7021353,1415
7021354,2672
7021355,3003
7021356,1740
7021357,3032
7021358,3112
7021359,2954
7021361,695
7021362,787
7021363,945
7021364,1025
7021365,1176
7021366,1203
7021367,1496
7021369,2839
7021370,2483
7021371,2271
7021372,2084
7021373,1873
7021374,1915
7021375,995
7021376,931
7021377,1334
7021378,1169
7021379,1109
7021380,1439
7021381,1506
7021382,1387
7021431,989
7021390,2664
7021391,2442
7021392,2317
7021393,1675
7021394,1879
7021395,2478
7021396,2473
7021397,2018
7021398,2732
7021399,2305
7021400,1871
7021401,1814
7021402,1376
7021403,1441
7021404,1226
7021405,1034
7021410,1680
7021411,1652
7021412,1684
7021413,1318
7021414,1493
7021415,802
7021416,1029
7021417,955
7021418,1359
7021419,972
7021420,1864
7021421,1280
7021422,145
7021423,1517
7021424,2197
7021425,1132
7021426,954
7021427,570
7021428,690
7021432,417
7021434,840
7021435,514
7021436,403
7021437,190
7021438,155
7021439,226
7021440,324
7021441,238
7021442,405
7021443,326
7021444,392
7021445,479
7021446,553
7021447,322
7021448,534
7021449,480
7021450,467
7021451,710
7021452,716
7021453,836
7021454,1226
7021455,1007
7021459,2003
7021460,668
7021461,2123
7021462,1856
7021463,1824
7021464,1824
7021465,1580
7021466,1091
7021467,1758
7021468,1527
7021469,1749
7021470,1775
7021471,1818
7021472,1820
7021473,2006
7021474,2074
7021639,1109
7021475,1861
7021476,2058
7021477,2114
7021478,2302
7021479,1615
7021480,2040
7021481,1913
7021482,2768
7021483,2065
7021484,2186
7021485,1826
7021486,1027
7021487,951
7021488,2035
7021489,1932
7021640,664
7021490,1688
7021491,1462
7021492,918
7021493,1108
7021494,2232
7021495,2158
7021496,2059
7021497,2065
7021498,1549
7021499,1830
7021500,1218
7021516,1937
7021501,1263
7021502,1191
7021503,1407
7021504,1680
7021505,1709
7021506,1411
7021507,1462
7021508,1582
7021509,1136
7021510,1842
7021511,1573
7021512,1456
7021513,1790
7021514,1268
7021515,1648
7021578,682
7021517,1508
7021518,2116
7021519,1246
7021520,961
7021521,983
7021522,539
7021523,1516
7021524,750
7021525,2121
7021579,794
7021526,2249
7021527,2084
7021528,2017
7021529,1846
7021530,1891
7021531,1947
7021532,1719
7021533,2003
7021534,1572
7021535,1672
7021536,1601
7021537,1359
7021538,929
7021539,653
7021540,622
7021541,396
7021542,742
7021543,725
7021544,671
7021545,881
7021546,664
7021547,98
7021548,560
7021549,708
7021550,847
7021551,284
7021552,824
7021553,676
7021554,670
7021555,636
7021580,745
7021556,580
7021557,436
7021558,973
7021559,689
7021560,832
7021561,1694
7021562,1578
7021563,1527
7021565,1625
7021566,1552
7021567,1562
7021568,1368
7021569,1109
7021570,1222
7021571,1028
7021572,828
7021573,1094
7021574,1014
7021575,1156
7021576,957
7021577,970
7021582,1129
7021583,951
7021584,894
7021585,671
7021586,806
7021587,631
7021588,438
7021589,482
7021590,897
7021591,350
7021592,530
7021593,272
7021594,774
7021595,143
7021596,372
7021597,527
7021598,1025
7021599,847
7021600,1124
7021601,1120
7021602,1001
7021603,627
7021604,875
7021605,848
7021615,1017
7021616,1008
7021617,1098
7021618,1078
7021619,1521
7021620,507
7021621,640
7021622,737
7021623,633
7021624,458
7021625,361
7021626,547
7021627,926
7021628,780
7021629,662
7021630,878
7021631,701
7021632,950
7021633,1082
7021634,759
7021635,749
7021636,540
7021637,759
7021638,557
7021641,1151
7021642,1037
7021643,1133
7021644,740
7021645,779
7021647,573
7021648,592
7021649,602
7021651,524
7021652,304
7021653,239
7021654,512
7021655,419
7021656,231
7021657,211
7021658,254
7021659,644
7021660,926
7021661,902
7021662,735
7021663,710
7021664,411
7021665,538
7021666,758
7021667,645
7021671,332
7021672,149
7021673,591
7021674,302
7021675,362
7021676,410
7021677,480
7021678,580
7021679,464
7021680,693
7021681,749
7021682,786
7021683,172
7021684,511
7021685,812
7021686,718
7021687,894
7021688,870
7021689,821
7021690,360
7021691,1028
7021703,752
7021692,2632
7021693,2528
7021694,2182
7021695,3044
7021696,2903
7021697,2170
7021698,2740
7021699,2247
7021700,1085
7021701,985
7021702,939
7021744,713
7021704,722
7021705,1038
7021706,1094
7021707,1043
7021708,648
7021709,557
7021710,776
7021711,388
7021712,498
7021713,469
7021714,51
7021715,220
7021716,686
7021717,501
7021718,369
7021719,431
7021745,610
7021720,935
7021721,637
7021722,966
7021723,628
7021724,1028
7021725,983
7021726,1461
7021727,1481
7021728,1324
7021729,2376
7021730,2346
7021746,329
7021731,2280
7021732,2184
7021734,727
7021735,1266
7021736,883
7021737,1057
7021738,498
7021739,1013
7021740,1214
7021741,759
7021742,1027
7021743,426
7021752,557
7021753,827
7021754,738
7021755,1008
7021756,1680
7021757,882
7021758,904
7021759,929
7021760,1120
7021761,1364
7021762,1211
7021763,716
7021764,1134
7021765,983
7021766,807
7021767,1017
7021768,984
7021769,254
7021770,357
7021771,104
7021772,1210
7021773,102
7021774,484
7021775,1184
7021776,1043
7021777,1060
7021778,1138
7021779,1130
7021780,289
7021781,458
7021782,345
7021783,407
7021784,634
7021785,594
7021786,737
7021787,844
7021788,709
7021789,1063
7021790,1877
7021791,2030
7021792,2176
7021793,1549
7021794,2106
7021795,1969
7021796,1051
7021797,1866
7021798,792
7021799,789
7021800,1448
7021801,1626
7021802,1151
7021803,2113
7021804,1160
7021805,1932
7021806,1581
7021807,2204
7021808,1764
7021809,993
7021810,2438
7021811,3041
7021813,2238
7021814,2213
7021815,2222
7021816,1933
7021817,1908
7021818,2566
7021819,2713
7021820,2042
7021821,2091
7021822,1420
7021823,1422
7021824,2731
7021825,1837
7021826,1413
7021827,1253
7021828,1354
7021829,976
7021830,714
7021831,1333
7021832,635
7021833,847
7021834,1142
7021835,833
7021836,941
7021837,1230
7021838,385
7021839,504
7021840,1169
7021841,1417
7021842,1884
7021843,1385
7021844,562
7021846,3446
7021847,3178
7021848,3104
7021849,2825
7021850,2833
7021851,2895
7021581,913
7021852,2177
7021853,2176
7021854,2426
7021855,3309
7021856,3162
7021857,3000
7021858,2851
7021859,2609
7021860,2825
7021861,3296
7021865,5283
7021866,4318
7021867,4722
7021868,4336
7021936,2304
7021862,4515
7021863,3511
7021864,4834
7021883,3540
7022378,49862
7021869,3600
7021870,4008
7021871,3938
7021872,4168
7021873,4284
7021874,4244
7021875,3962
7021876,3956
7021877,3800
7021878,3688
7021879,3668
7021880,3797
7021881,3295
7021882,3385
7021884,4165
7021885,4293
7021886,3829
7021887,3836
7021888,3770
7021889,3651
7021890,3385
7021891,3219
7021892,3738
7021893,3296
7021894,3880
7021895,3308
7021896,2676
7021897,3342
7021898,3493
7021908,4500
7021937,2395
7021899,6492
7021900,3259
7021901,3035
7021902,2935
7021903,5073
7021904,5376
7021905,4855
7021906,4828
7021907,4867
7021934,1509
7021909,4866
7021910,1286
7021911,1659
7021912,1771
7021913,1357
7021914,1479
7021915,1714
7021916,2322
7021917,1929
7021918,2656
7021919,2398
7021920,2051
7021935,1949
7021921,2134
7021922,2132
7021923,3170
7021924,2357
7021925,2937
7021926,4738
7021927,4702
7021928,4670
7021929,1502
7021930,1164
7021931,1287
7021932,1604
7021933,1702
7021938,2570
7021939,2502
7021940,2752
7021941,2886
7021942,2900
7021943,2972
7021944,3432
7021945,4025
7021946,3324
7021947,3930
7021948,3774
7021949,4256
7021950,3680
7021951,3759
7021952,4243
7021953,4097
7021954,4108
7021955,4232
7021978,400
7021979,587
7021956,4429
7021958,2192
7021959,2493
7021960,2811
7021961,2908
7021962,3345
7021963,3304
7021964,3539
7021965,3750
7021966,752
7021967,131
7021968,644
7021969,497
7021970,156
7021971,783
7021972,395
7021973,294
7021974,751
7021975,760
7021976,513
7021977,516
7021980,767
7021981,659
7021982,520
7021983,1418
7021984,1168
7021985,1280
7021986,1217
7021987,978
7021988,697
7021989,659
7021990,1002
7021991,846
7021992,1288
7021993,930
7021994,1190
7021995,1332
7021996,1199
7021997,1022
7021998,1270
7021999,1605
7022000,2270
7022001,2680
7022002,3518
7022003,2226
7022004,2564
7022005,2719
7022006,2713
7022007,2474
7022008,2497
7022009,2725
7022010,2954
7022036,494
7022011,2766
7022012,3073
7022013,3150
7022014,3419
7022015,3262
7022016,3609
7022017,3624
7022018,4066
7022019,2402
7022020,2498
7022021,2582
7022037,321
7022038,349
7022039,303
7022022,2710
7022023,3327
7022024,3395
7022025,3792
7022026,916
7022027,1149
7022028,698
7022029,584
7022030,851
7022031,457
7022032,110
7022033,1111
7022034,230
7022035,412
7022040,423
7022041,800
7022042,667
7022043,956
7022044,1127
7022045,722
7022046,982
7022047,408
7022048,616
7022049,1341
7022050,1008
7022051,1013
7022052,946
7022053,1419
7022054,1902
7022055,1084
7022379,49892
7022056,1403
7022057,1662
7022058,2174
7022059,639
7022060,561
7022061,633
7022062,750
7022063,823
7022064,988
7022065,914
7022066,980
7022067,1145
7022068,926
7022069,1451
7022070,1296
7022071,1143
7022073,1681
7022074,1318
7022075,1390
7022076,1726
7022077,1688
7022078,2900
7022079,2924
7022080,2757
7022081,2707
7022098,872
7022099,1338
7022100,796
7022125,1892
7022082,2832
7022083,503
7022084,1761
7022085,2088
7022086,229
7022087,608
7022088,380
7022089,470
7022090,466
7022091,594
7022092,889
7022093,714
7022094,1210
7022095,884
7022096,594
7022097,1150
7022101,2512
7022102,2390
7022103,2590
7022104,2540
7022105,2336
7022106,2823
7022107,2071
7022108,2526
7022109,2220
7022110,1906
7022111,2180
7022112,2566
7022113,2384
7022114,2190
7022115,2360
7022116,2261
7022117,2208
7022118,2177
7022119,1449
7022120,2628
7022121,2664
7022128,2334
7022129,1983
7022130,2172
7022131,2566
7022132,2591
7022133,2239
7022134,2489
7022135,3071
7022136,2384
7022137,2544
7022145,3895
7022146,3548
7022147,4440
7022148,4426
7022149,3852
7022150,3877
7022151,4262
7022214,67105
7022215,66684
7022138,3106
7022139,5024
7022140,3166
7022141,3210
7022142,3090
7022143,3251
7022144,3644
7022152,4072
7022153,4513
7022154,4750
7022155,5339
7022156,2927
7022157,3970
7022158,3932
7022159,3988
7022160,4090
7022161,4336
7022162,3944
7022163,4186
7022164,4078
7022165,4021
7022166,4422
7022167,4417
7022168,4453
7022179,4476
7022180,4279
7022169,5270
7022170,3283
7022171,3516
7022172,4071
7022173,3552
7022174,4361
7022175,3543
7022176,4488
7022177,3680
7022178,4314
7022181,4613
7021606,789
7022182,4812
7022183,88973
7022184,83520
7022188,84560
7022189,88459
7022190,96520
7022191,94320
7022192,90955
7022193,100403
7022194,118473
7022195,109095
7022196,111404
7022197,128352
7022198,129822
7022200,65494
7022216,66408
7022217,66246
7022218,66612
7022219,66105
7022185,79534
7022186,92978
7022187,87741
7022199,72981
7022263,63967
7022201,71861
7022202,65431
7022203,61554
7022220,65850
7022221,66670
7022204,65530
7022205,70847
7022222,67783
7021607,628
7022206,67838
7022208,72174
7022264,64230
7022207,63878
7022209,70262
7022210,65752
7022211,67311
7022212,66451
7022213,68928
7022282,62899
7022223,67853
7022224,67167
7022225,67244
7022226,66884
7022227,66590
7022228,66684
7022229,66264
7022230,66809
7022241,67044
7022259,64481
7022260,64165
7022261,64267
7022262,64023
7022231,72799
7022232,67689
7022233,67110
7022234,67415
7022235,67374
7022236,66973
7022237,67067
7022238,67123
7022239,67195
7022240,66922
7022242,68804
7022243,69838
7022244,76247
7022249,62065
7022250,62019
7022251,62404
7022252,61710
7022253,61426
7022254,62131
7022255,61628
7022256,62163
7022257,63276
7022258,64603
7022383,49613
7022245,70398
7022246,75820
7022247,61171
7022384,48917
7022265,63550
7022266,63799
7022267,63755
7022268,63105
7022269,63863
7022270,63482
7022271,63132
7022272,63669
7022273,62675
7022274,62954
7022275,62910
7022276,62841
7022277,63145
7022278,63348
7022279,62569
7022280,62494
7022281,62511
7022283,62324
7022284,62748
7022285,63125
7022286,62136
7022287,62352
7022288,62917
7022289,62797
7022290,65457
7022291,64084
7022292,65353
7022293,64424
7022294,64260
7022295,65380
7022296,64568
7022297,63918
7022298,63946
7022299,64846
7022300,64646
7022301,64638
7022302,64962
7022303,64573
7022304,63929
7022305,64082
7022306,63786
7022307,63795
7022308,63418
7022309,63226
7022310,63556
7022311,63499
7022312,63823
7022313,63896
7022314,63519
7022315,64001
7022316,64243
7022317,63748
7022318,63817
7022319,65455
7022320,64958
7022321,65929
7022322,65375
7022323,65291
7022324,65585
7022325,65340
7022326,64922
7022327,65424
7022328,64505
7022329,65477
7022330,64023
7022331,64743
7022332,65382
7022333,65118
7022334,64730
7022335,65261
7022336,64454
7022337,64482
7022338,65085
7022339,65133
7022340,64766
7022341,64557
7022342,65579
7022343,65944
7022344,66112
7022345,65780
7022346,66240
7022347,65756
7022348,65781
7022349,66255
7022350,54814
7022351,78769
7022352,50875
7022353,54159
7022354,71182
7022362,48883
7022363,48213
7022364,48892
7022365,48320
7022366,47932
7022380,49673
7022381,49669
7022382,49624
7022355,58314
7022356,65577
7022373,50656
7022374,50569
7022375,50500
7022376,50400
7022377,49831
7022357,56689
7022358,63431
7022359,60942
7022360,49493
7022361,48856
7022367,50029
7022368,51698
7022369,51315
7022370,51211
7022371,51046
7022372,50828
7022385,51109
7022386,52015
7022387,51081
7022388,51510
7022389,50667
7022390,51221
7022391,50798
7022392,50416
7022396,56837
7022397,59412
7022433,33548
7022393,59178
7022394,54132
7022395,55697
7022439,42243
7022398,67089
7022440,41212
7022441,41006
7022442,40891
7022443,40926
7022444,40273
7022445,42714
7022399,62636
7022400,78812
7022401,78489
7022402,73419
7022403,96517
7022404,51782
7022407,36733
7022446,42320
7022405,31650
7022406,37596
7022408,43761
7022447,42233
7022409,43986
7022410,44117
7022418,28361
7022419,28704
7022420,29191
7022421,29937
7022422,29120
7022423,28899
7022411,43997
7022412,66354
7022414,38277
7022415,51819
7022416,28629
7022424,29078
7022425,28895
7022426,29307
7022427,29677
7022428,29786
7022429,29817
7022430,29343
7022431,29607
7022432,29722
7022448,42327
7022449,42313
7022417,33706
7022434,39669
7022450,41506
7022451,42125
7022452,41581
7022472,46754
7022473,46899
7019128,8104
7022435,45533
7022436,41834
7022437,42998
7022438,42441
7022453,75747
7022454,108818
7022455,67601
7022457,81359
7022458,59360
7019000,8923
7022459,51541
7019125,10093
7019126,10198
7022460,58812
7022461,46797
7022462,48557
7022463,46135
7022464,46107
7022465,46639
7022466,46512
7022467,46828
7022468,46786
7022469,47270
7022470,47475
7022471,49642
7019127,9893
7022474,52647
7022475,80607
7022476,70625
7022477,53142
7018882,138902
7018907,32844
7018908,82671
7018993,7511
7018994,13827
7019129,10838
7019130,2569
7019131,2934
7019133,8614
7019134,7885
7019160,1230
7019135,8405
7019136,3230
7019137,2966
7019138,2817
7019139,2702
7019140,2631
7019141,2436
7019142,2323
7019143,2079
7019144,1845
7019145,2126
7019150,756
7019146,2066
7019147,27904
7019151,328
7019152,731
7019153,962
7019154,1381
7019155,3946
7019156,3432
7019157,1041
7019158,406
7019148,1683
7019149,403
7019159,32
7019161,559
7019162,313
7019163,415
7019164,799
7019165,546
7019166,842
7019167,1284
7019168,1142
7019169,1559
7019170,1354
7019171,1507
7019172,1819
7019173,2841
7019174,1414
7019175,1461
7019176,1763
7019307,336
7019177,2369
7019178,3305
7019179,2704
7019180,2202
7019181,3120
7019182,3278
7019183,3391
7019184,3307
7019185,3311
7019186,6407
7019195,1626
7019187,4793
7019188,4311
7019189,10045
7019194,10023
7019196,762
7019197,1225
7019198,1401
7019199,1312
7019200,1789
7019201,1818
7019202,2041
7019203,2119
7019204,1827
7019205,2081
7019206,2372
7019207,2396
7019212,1168
7019261,798
7019208,9101
7019209,5764
7019210,2131
7019211,1401
7019213,237
7019214,1055
7019215,422
7019216,1661
7019217,1624
7019218,2632
7019219,4297
7019220,5295
7019236,1540
7019221,2674
7019222,2580
7019223,2418
7019224,2800
7019225,2411
7019226,2429
7019227,2950
7019228,2525
7019229,2017
7019230,1889
7019231,5310
7019232,5560
7019237,2565
7019238,2161
7019239,1355
7019240,1462
7019241,981
7019242,1156
7019243,650
7019244,918
7019245,1324
7019262,1022
7021608,499
7019233,8918
7019234,4320
7019235,3678
7019263,755
7019246,1507
7019247,1574
7019248,6227
7019249,1491
7019250,1449
7019251,1233
7019252,1252
7019253,896
7019254,1057
7019255,725
7019256,727
7019257,699
7019258,678
7019259,801
7019260,185
7019380,1669
7019264,1100
7019265,704
7019266,2936
7019267,6260
7019268,7239
7019269,2906
7019270,895
7019271,1905
7019272,2112
7019273,1485
7019274,1946
7019275,1749
7019276,1590
7019277,1552
7019278,1037
7019279,1875
7019280,1352
7019281,2490
7019282,2560
7019283,3316
7019286,5400
7019308,353
7019309,857
7019310,600
7019409,1894
7019284,1702
7019285,8098
7019311,702
7019287,7646
7019289,3720
7019290,27511
7019291,5418
7019312,653
7019313,1128
7019343,1638
7019288,10102
7019344,1472
7019292,24819
7019300,1356
7019301,1462
7019302,1054
7019303,834
7019304,541
7019305,461
7019306,31
7019293,16472
7019294,904
7019295,399
7019296,316
7019297,713
7019298,881
7019299,1144
7019371,2220
7019314,1030
7019315,640
7019317,1484
7019318,1388
7019319,1293
7019320,1703
7019321,1221
7019322,1090
7019323,1343
7019324,739
7019325,642
7019326,955
7019327,1074
7019328,642
7019329,776
7019330,301
7019331,451
7019332,429
7019333,413
7019334,401
7019335,810
7019336,606
7019337,1192
7019338,814
7019339,1142
7019340,1442
7019341,1449
7019342,1077
7019372,1826
7019345,1381
7019346,686
7019347,1363
7019348,831
7019349,722
7019350,822
7019351,2111
7019352,715
7019353,223
7019354,671
7019355,980
7019356,236
7019357,1484
7019358,482
7019373,2684
7019374,1941
7019375,2242
7019376,2230
7019377,2454
7019378,2174
7019379,1926
7019359,1952
7019360,2324
7019361,2536
7019362,2550
7019363,2401
7019364,2033
7019365,1751
7019366,2975
7019367,3126
7019368,1764
7019369,1784
7019370,1679
7019381,936
7019382,1521
7019383,856
7019384,1262
7019385,1198
7019386,1167
7019387,1048
7019388,1662
7019389,1840
7019390,2114
7019391,2028
7019392,1625
7019393,1476
7019394,1643
7019395,2002
7019410,1965
7019396,1138
7019397,1975
7019398,1388
7019399,1172
7019400,1795
7019401,1309
7019402,1301
7019403,893
7019404,1388
7019405,1463
7019406,1144
7019407,1820
7019408,2223
7019912,3762
7019411,2207
7019412,2319
7019413,1295
7019414,1743
7019415,2463
7019416,1775
7019417,1659
7019418,1953
7019419,2582
7019420,3971
7019421,4648
7019422,3731
7019423,3905
7019424,3943
7019425,3539
7019426,3119
7019427,3541
7019428,3306
7019429,3106
7019430,3028
7019431,2831
7019432,3141
7019433,3082
7019434,2930
7019435,3060
7019436,2888
7019437,3267
7019438,2901
7019439,2434
7019440,1560
7019441,1493
7019442,1984
7019443,1441
7019444,1868
7019445,1217
7019446,1472
7019447,1805
7019448,617
7019449,1735
7019450,2399
7019451,1404
7019452,2103
7019453,1197
7019454,1541
7019455,991
7019456,1775
7019457,1383
7019458,998
7019459,1006
7019460,1376
7019461,1572
7019462,1448
7019463,1952
7019464,2119
7019465,2488
7019466,2189
7019467,3712
7019468,2304
7019469,2639
7019470,3046
7019471,3400
7019472,3910
7019473,3204
7019474,4713
7019475,5022
7019476,5394
7019477,4882
7019478,4134
7019479,4427
7019480,2694
7019481,2497
7019482,2967
7019483,2419
7019484,2100
7019485,2239
7019486,2084
7019487,2589
7019488,2355
7019489,2518
7019490,2550
7019491,2456
7019492,3036
7019493,5492
7019494,9484
7021609,400
7019495,9136
7019496,8917
7019497,9296
7019498,9320
7019499,10049
7019500,9908
7019501,10224
7019502,9833
7019503,9688
7019504,10290
7019507,7544
7019508,7118
7019509,7092
7019510,6810
7019505,5725
7019506,6977
7019960,770
7019511,7714
7019512,7834
7019513,8132
7019514,7208
7019515,7439
7019516,7072
7019517,7428
7019518,6943
7019676,1412
7019519,6692
7019523,8340
7019538,1571
7020439,2389
7019520,5055
7019524,9959
7019539,1498
7021610,688
7019521,10343
7019522,9902
7019536,1832
7019525,11091
7019526,15998
7019537,1744
7019540,1682
7019961,693
7019527,13407
7019528,12870
7019532,2432
7019533,2054
7019534,2182
7019566,1164
7019541,3316
7019542,1277
7019543,1166
7019544,1360
7019545,1080
7019546,827
7019547,532
7019548,570
7019549,676
7019550,886
7019551,1485
7019552,1049
7021611,1078
7019553,1708
7019554,1314
7019555,577
7019556,1137
7019557,1465
7019558,1270
7019559,1435
7019560,1856
7019561,1208
7019562,1005
7019563,1446
7019564,1150
7019565,1665
7019962,492
7019567,1752
7019568,1780
7019569,1830
7019570,1749
7019572,1494
7019573,1589
7019574,1510
7019575,1687
7019576,1166
7019577,1273
7019578,1481
7019579,1297
7019580,834
7019587,1006
7019581,209
7019582,1030
7019583,2433
7019584,4163
7019586,1140
7021612,864
7019588,1097
7019589,913
7019590,824
7019591,509
7019592,291
7019593,380
7019594,214
7019595,196
7019596,2174
7019597,1556
7019719,2836
7019598,704
7019599,350
7019600,48
7019601,403
7019602,956
7019603,869
7019604,504
7019605,1718
7019606,1406
7019607,1505
7019905,3152
7019608,1433
7019609,726
7019610,1028
7019611,1690
7019612,1685
7019613,2488
7019614,3534
7019615,3471
7019616,3296
7019617,3018
7019634,1323
7019618,2980
7019619,2996
7019620,2732
7019621,2404
7019622,1186
7019644,2182
7021613,989
7019623,2557
7019624,2541
7019625,1862
7019626,2277
7019627,2192
7019628,2172
7019629,646
7019630,1451
7019631,1797
7019632,910
7019633,1073
7021614,1011
7019635,2266
7019636,3477
7019637,2246
7019638,2086
7019639,1963
7019640,1770
7019641,1888
7019642,1128
7019643,978
7019645,1500
7019646,1724
7019647,1925
7019648,1382
7019649,1163
7019650,1362
7019651,1186
7019652,446
7019653,691
7019654,586
7019666,2908
7020016,1509
7019655,709
7019656,456
7019658,711
7019659,2139
7019660,1758
7019661,1705
7019662,2821
7019663,3442
7019664,3143
7019665,3247
7019667,2910
7019668,3697
7019669,2721
7019670,2979
7019671,2434
7019672,2708
7019673,1617
7019674,1227
7019675,1376
7019677,834
7019678,800
7019679,609
7019680,614
7019681,682
7019682,1209
7019683,1175
7019684,698
7019685,693
7019686,534
7019687,650
7019790,5901
7019688,1000
7019689,1886
7019690,559
7019691,564
7019692,573
7019693,697
7019694,678
7019695,820
7019696,937
7019697,1046
7019698,1121
7019699,1126
7019700,1276
7019701,1334
7019702,1961
7019703,1876
7019704,1892
7019705,1308
7019706,2931
7019707,2830
7019708,2413
7020317,1372
7019709,2649
7019710,2902
7019711,2668
7019712,3431
7019713,3349
7019714,3283
7019715,3432
7019716,3141
7019717,3623
7019718,2839
7019720,3332
7019721,2828
7019722,2770
