geoid,distance
7022128,891
7022129,533
7022130,709
7022131,1112
7022132,900
7022133,536
7022134,338
7022135,920
7022136,563
7022137,393
7022145,1744
7022146,1397
7022147,2289
7022148,2275
7022149,1700
7022150,1726
7022151,2111
7022214,2674
7022215,2253
7022138,914
7022139,4463
7022140,1236
7022141,1280
7022142,939
7022143,1100
7022144,1493
7022152,1920
7022153,2362
7022154,2599
7022155,3188
7022156,2243
7022157,2040
7022158,2002
7022159,2058
7022160,2160
7022161,2405
7022162,2014
7022163,2256
7022164,2148
7022165,2091
7022166,2492
7022167,2487
7022168,2523
7022179,2546
7022180,2349
7022169,3340
7022170,1353
7022171,1586
7022172,2141
7022173,1622
7022174,2431
7022175,1613
7022176,2558
7022177,1750
7022178,2163
7022181,2683
7022182,2882
7022183,26534
7022184,19700
7022188,20129
7022189,19494
7022190,32089
7022191,29180
7022192,26524
7022193,35972
7022194,54042
7022195,44664
7022196,46973
7022197,63921
7022198,65392
7022200,6182
7022216,1977
7022217,1815
7022218,2181
7022219,1674
7022185,15714
7022186,29158
7022187,23921
7022199,13279
7022263,2602
7022201,9552
7022202,4066
7022203,2242
7022220,1419
7022221,2239
7022204,3588
7022205,8408
7022222,3352
7022206,5399
7022208,8354
7022264,2759
7022207,13044
7022209,3490
7022210,4477
7022211,2880
7022212,2020
7022213,4497
7022282,1624
7022223,3422
7022224,2736
7022225,2813
7022226,2453
7022227,2160
7022228,2253
7022229,1833
7022230,2484
7022241,2613
7022259,3116
7022260,2800
7022261,2796
7022262,2647
7022231,8368
7022232,3258
7022233,2679
7022234,2984
7022235,2943
7022236,2542
7022237,2636
7022238,2692
7022239,2764
7022240,2492
7022242,4373
7022243,5407
7022244,17109
7022249,790
7022250,744
7022251,1130
7022252,435
7022253,990
7022254,856
7022255,736
7022256,889
7022257,2002
7022258,3281
7022245,5967
7022246,11389
7022247,972
7022265,2302
7022266,2328
7022267,1197
7022268,2000
7022269,1287
7022270,1622
7022271,1887
7022272,1363
7022273,2142
7022274,1680
7022275,1636
7022276,1567
7022277,1704
7022278,1907
7022279,1294
7022280,1220
7022281,1237
7022283,1050
7022284,1474
7022285,1838
7022286,862
7022287,1078
7022288,1643
7022289,1523
7022290,1303
7022291,347
7022292,1200
7022293,1506
7022294,1574
7022295,925
7022296,862
7022297,1249
7022298,1222
7022299,585
7022300,521
7022301,529
7022302,891
7022303,503
7022304,1226
7022305,937
7022306,1246
7022307,1250
7022308,1227
7022309,1367
7022310,1614
7022311,1558
7022312,1598
7022313,1671
7022314,1876
7022315,2059
7022316,2002
7022317,2405
7022318,2474
7022319,794
7022320,419
7022321,1151
7022322,690
7022323,720
7022324,798
7022325,472
7022326,735
7022327,993
7022328,633
7022329,1046
7022330,746
7022331,851
7022332,1235
7022333,931
7022334,1845
7022335,1074
7022336,1569
7022337,1596
7022338,2092
7022339,1724
7022340,1773
7022341,2004
7022342,1148
7022343,1619
7022344,1786
7022345,1741
7022346,1915
7022347,1717
7022348,1851
7022349,1929
7022350,25110
7022351,19067
7022362,13332
7022363,13493
7022364,12998
7022365,13837
7022366,13720
7022352,17258
7022353,14692
7022354,16228
7022373,12046
7022374,11345
7022375,11721
7022355,16438
7022356,15298
7022376,12057
7022377,11793
7022378,12083
7022379,11760
7022380,12269
7022357,12161
7022358,6507
7022359,4019
7022360,12981
7022361,13903
7022367,20480
7022368,12209
7022369,11826
7022370,11054
7022371,11885
7022372,11665
7022381,12656
7022382,12018
7022383,12250
7022384,12709
7022385,14970
7022386,11473
7022387,10539
7022388,12048
7022389,11186
7022390,11760
7022391,11337
7022392,11400
7022396,5564
7022433,15881
7019307,3337
7022393,13621
7022394,11500
7022395,17218
7022439,19529
7022397,8984
7022398,20677
7022440,18492
7022167,2387
7022399,11803
7022400,32025
7022401,31702
7022402,21159
7022403,44257
7022404,29063
7022407,18870
7022441,18287
7022405,16178
7022406,12621
7022408,21042
7022442,18172
7022409,8115
7022410,14315
7022418,18132
7022419,17758
7022420,17771
7022421,18991
7022422,18174
7022423,17953
7022188,18934
7022411,19843
7022412,34608
7022414,27806
7022415,25312
7022416,18158
7022424,17540
7022425,17476
7022426,17308
7022427,16931
7022428,17263
7022429,18480
7022430,17637
7022431,16862
7022432,16450
7022443,18207
7022189,18298
7022417,19722
7019377,4152
7022434,17238
7022444,17155
7022445,19873
7022446,18952
7022447,19272
7022448,19358
7022449,19349
7022450,18787
7022451,19165
7022452,18615
7019143,26045
7019256,8224
7022435,17894
7022436,19115
7022437,20174
7022438,19718
7021760,1566
7022453,29622
7022454,62692
7022455,21476
7022457,35234
7022458,13235
7019000,30141
7022190,30893
7022191,27985
7022459,5415
7019125,19195
7019126,19300
7022460,12687
7022461,1240
7022462,2432
7022463,289
7022464,318
7022465,523
7022466,387
7022467,703
7022468,661
7022469,1144
7022470,1330
7022471,3497
7019127,17179
7022192,25328
7022193,34776
7022472,645
7022473,774
7019128,15390
7019129,19940
7019130,26535
7019131,25640
7019257,8195
7022194,52847
7022474,6522
7022475,34482
7022476,24499
7022477,7585
7018882,139601
7018907,33616
7018908,83370
7018993,28730
7018994,35045
7019133,20887
7019134,17250
7019135,15691
7019136,27195
7019137,26931
7019138,26783
7019139,26667
7019140,26597
7019141,26402
7019142,26288
7019546,4588
7019144,24551
7019145,24832
7019146,24772
7019147,49123
7019150,24722
7019151,23888
7019152,24696
7019153,23454
7019154,22426
7019148,25649
7019149,24368
7019170,23559
7019155,21014
7019156,27397
7019157,25007
7019158,24372
7019159,23828
7019160,24496
7019161,23575
7019162,23726
7019163,24223
7019164,24049
7019165,23711
7019166,23511
7019167,23489
7019168,23811
7019169,23113
7019171,23061
7019172,22879
7019173,21955
7019174,24048
7019175,23708
7019176,22768
7019177,22163
7019178,24524
7019179,23922
7019180,23420
7019181,24339
7019182,24497
7019183,24610
7019184,24526
7019185,24529
7019258,8179
7022195,43469
7022196,45778
7019186,27625
7019187,26012
7019188,25530
7019189,31264
7019259,8298
7019547,4293
7019194,11691
7019195,9061
7019196,7792
7019197,8404
7019198,8836
7019199,7913
7019200,8958
7019201,8514
7019202,8642
7019203,8814
7019327,3458
7019204,8522
7019205,8776
7019206,8972
7019207,9091
7019212,8308
7019213,7796
7019214,8195
7019215,7742
7019216,8262
7019217,8225
7019238,8306
7022197,62726
7019208,7663
7019209,6160
7019210,7200
7019211,8541
7019218,9233
7019219,3249
7019220,3857
7019221,7758
7019222,7780
7019223,7764
7019224,7884
7019225,7733
7019226,8355
7021946,5158
7019227,8034
7019228,9665
7019229,9157
7019230,9029
7019231,3872
7019232,4122
7019236,9685
7019237,9719
7019254,9464
7019233,7480
7019234,11460
7019235,10832
7019255,8225
7019239,9238
7019240,8754
7019241,9050
7019242,8598
7019243,7814
7019244,7470
7019245,7966
7019246,8060
7019247,8731
7019248,14697
7019249,8988
7019250,8945
7019251,8734
7019252,9745
7019253,8397
7019260,7686
7019261,7962
7019262,7506
7019263,7308
7019264,7819
7019265,7423
7019266,6761
7019267,14730
7019268,15709
7019371,4520
7019269,9967
7019270,8397
7019271,8624
7019272,8831
7019273,8204
7019274,8665
7019275,8468
7019276,8308
7019277,8271
7019278,7756
7019279,8594
7019280,8071
7019281,9208
7019282,9279
7019283,10035
7019308,3508
7019284,8421
7019285,14817
7019309,2872
7019372,4316
7019286,12461
7019287,14365
7019289,20087
7019290,48730
7019291,24556
7019310,3339
7019288,16821
7019373,4458
7019292,46038
7019300,4483
7019301,4590
7019302,4181
7019303,3962
7019304,3668
7019305,3535
7019306,3476
7019293,37690
7019294,4156
7019295,4798
7019296,4714
7019297,4862
7019298,5279
7019299,5293
7019374,4200
7019311,3441
7019312,3808
7019313,3834
7019314,4083
7019315,3022
7019317,4639
7019318,4544
7019319,4448
7019320,4859
7019321,4376
7019322,4246
7019323,4498
7019324,3894
7019325,3797
7019326,3576
7019328,3798
7019329,3932
7019330,3456
7019331,3160
7019332,3584
7019333,3163
7019334,3557
7019335,3966
7019336,3852
7019337,3294
7019338,2713
7019339,3020
7019340,3046
7019341,3052
7019342,4007
7019343,3611
7019344,3384
7019345,3474
7019346,4015
7019347,3788
7019348,3824
7019349,3936
7019350,3834
7019351,3769
7019352,4533
7019353,4598
7019354,4489
7019355,4509
7019356,4440
7019357,3626
7019358,4362
7019375,3940
7019376,3928
7019359,4882
7019360,5451
7019361,5146
7019362,5160
7019363,5147
7019364,5160
7019365,4878
7019366,4723
7019367,4698
7019368,4891
7019369,4511
7019370,4406
7019378,3872
7019379,3624
7019380,4581
7019381,4006
7019382,2586
7019383,2285
7019384,2691
7019385,2258
7019386,2477
7019387,2477
7019388,3905
7019389,3309
7019390,3417
7019391,3124
7019392,3868
7019393,3474
7019394,3470
7020137,2411
7019395,3320
7019396,3086
7019397,3173
7019398,2817
7019399,3119
7019400,3224
7019401,2738
7019402,2264
7019403,1856
7019404,2351
7019405,2426
7019406,1155
7019407,2383
7019408,1357
7019409,1900
7019410,1303
7019411,1393
7019412,1320
7019413,2090
7019414,1532
7019415,3026
7019416,1564
7019417,1793
7019418,3611
7019419,2293
7019420,4534
7019421,6222
7019435,4173
7019422,5185
7019423,5360
7019424,5397
7019425,4715
7019426,4578
7019427,4995
7019428,4494
7019429,4282
7019430,4204
7019431,4007
7019432,4317
7019433,3975
7019434,4255
7019436,3781
7022167,4477
7019437,4160
7019438,3794
7019439,3327
7019440,2620
7019441,2552
7019442,3044
7019443,2501
7019444,2928
7019445,2277
7019446,2531
7019447,1816
7019448,1676
7019449,1746
7019450,1832
7019451,1415
7020138,1856
7019452,1536
7019453,1208
7019454,1552
7019455,1002
7019456,1076
7019457,1395
7019458,1009
7019459,628
7019460,602
7019461,683
7019462,301
7019463,514
7019464,681
7019465,1050
7019466,751
7019467,2274
7019468,866
7019469,1202
7019481,2509
7022188,18532
7019470,1608
7019471,1962
7019472,2472
7019473,1767
7019474,6287
7019475,6596
7019476,6968
7019477,6456
7019478,5708
7019479,9780
7019480,2706
7019482,2978
7019483,2430
7019484,2112
7019485,1671
7019486,1124
7019487,1151
7019488,917
7019489,1080
7019490,1112
7019491,1018
7019492,1598
7019501,11892
7019502,11502
7019503,11356
7019504,11959
7019507,7118
7022189,17896
7019493,5305
7019494,11152
7019495,10804
7019496,10586
7019497,10964
7019498,10989
7019499,11717
7019500,11576
7022190,30492
7019505,7394
7019506,6550
7020911,749
7019508,6692
7019509,6666
7019510,6384
7019511,7287
7019512,7408
7019513,7706
7019514,6782
7019515,7013
7019516,6646
7019548,4331
7021601,449
7019517,7002
7019518,6517
7019519,6266
7019549,4437
7021203,729
7019520,5212
7019523,8497
7019550,4001
7019551,4455
7019552,3773
7022191,27583
7019521,11323
7019522,10059
7019539,2125
7022192,24927
7019524,10939
7019525,15344
7019540,2127
7019541,3197
7019920,2778
7019526,16155
7019527,14386
7019542,5038
7019543,4928
7019544,5121
7022193,34375
7022194,52445
7019528,14158
7019532,4831
7019533,4453
7019534,4582
7019536,2459
7019537,2370
7019538,2197
7019545,4841
7022195,43067
7019553,4107
7019554,4284
7019555,3722
7019556,3536
7019557,3865
7019558,3670
7019559,3834
7019560,4255
7019561,3608
7019562,3726
7019563,3845
7019564,3451
7019565,4064
7019921,2866
7019566,3664
7019567,3126
7019568,3153
7019569,3203
7019570,2375
7019572,2120
7019573,2216
7019574,2136
7019575,2313
7019576,1793
7019577,1899
7019578,1926
7019579,1742
7019580,1460
7022196,45376
7019581,717
7019582,1350
7019583,2045
7019584,4601
7019586,5069
7021406,1343
7019587,4935
7019588,4858
7019589,4842
7019590,4585
7019591,4489
7019592,4270
7019593,4141
7019594,4143
7019595,3958
7019596,5935
7019617,3457
7022197,62324
7019597,5485
7019598,4632
7019599,4279
7019600,3977
7019601,4225
7019602,4887
7019603,4799
7019604,4325
7019605,4092
7019606,3780
7019643,1417
7019607,4462
7019608,3808
7019609,3871
7019610,2952
7019611,3253
7019612,3249
7019613,4052
7019614,3973
7019615,3909
7019616,3734
7020100,5504
7019618,3418
7019619,3434
7019620,3171
7019621,2843
7019622,4940
7019644,2339
7021487,2422
7019623,4108
7019624,3859
7019625,3180
7019626,3595
7019627,3510
7019628,3490
7019629,4224
7019630,3015
7019631,3763
7019632,4488
7019633,4018
7021602,329
7019634,4277
7019635,3829
7019636,3916
7019637,2684
7019638,2524
7019639,2401
7019640,501
7019641,2326
7019642,1284
7019645,1656
7019646,1881
7019647,2138
7019648,2128
7019649,1909
7019650,2292
7019651,2468
7019652,2136
7019653,2898
7019654,2794
7019666,4226
7020171,985
7019655,2916
7019656,2663
7019658,2918
7019659,4346
7019660,3965
7019661,3912
7019662,5028
7019663,6645
7019664,4478
7019665,4582
7019667,4462
7019668,5032
7019669,4039
7019670,4297
7019671,3752
7019672,4026
7019673,5341
7019674,4951
7019675,5100
7019676,5136
7019677,4558
7019678,4524
7019679,4334
7019680,4338
7019681,4406
7019682,4933
7019683,4899
7019684,4422
7019685,4417
7019686,4258
7019687,4374
7019688,4724
7019689,4771
7019690,4137
7019691,4142
7019692,4151
7019693,4275
7019694,4256
7019695,4397
7019696,4515
7019697,4624
7019698,4699
7019699,4704
7019700,4854
7019375,2465
7019701,4912
7019702,3472
7019703,2578
7019704,3403
7019705,2819
7019706,5138
7019707,5037
7019708,4620
7020172,1052
7019709,4856
7019710,5109
7019711,4875
7019712,5638
7019713,5556
7019714,6242
7019715,6674
7019716,6343
7019717,6865
7019718,6510
7019719,6507
7019720,6534
7019721,6030
7019722,6442
7019723,6392
7019724,5970
7019725,5601
7019726,5572
7019727,5169
7019728,7110
7019729,5423
7019730,4887
7020173,1134
7019731,5111
7019732,5260
7019733,5088
7019734,5332
7019735,4572
7019736,4453
7019737,4801
7019738,4320
7019739,4674
7019740,4406
7019741,4388
7019742,3888
7019743,4185
7019744,4659
7019745,4445
7019746,4067
7019747,3796
7019748,4268
7019749,4218
7019750,4533
7019751,3805
7019752,4436
7019753,3547
7019754,3990
7019755,3726
7019756,3778
7019758,6218
7019759,7673
7019760,8025
7019761,6429
7019762,6634
7019763,7221
7019764,6779
7019765,6989
7019766,7676
7019767,7274
7019768,7672
7019769,7400
7019770,8338
7019771,7676
7019772,7761
7019773,8216
7019774,8586
7019775,7642
7019776,8310
7019777,8837
7019778,9597
7019779,9251
7019780,8904
7021760,1024
7019781,8110
7019782,8597
7019783,8584
7019784,8717
7019785,8329
7019786,8144
7019787,8376
7019788,8158
7019789,9179
7019790,8268
7019791,8674
7019792,8250
7019793,8880
7019794,9129
7019795,8455
7019796,8730
7019797,9824
7019798,9274
7019799,8670
7019810,792
7019800,9683
7019801,506
7019802,165
7019803,608
7019804,600
7019805,658
7019806,382
7019807,1223
7019808,1205
7019809,1089
7020317,4843
7019811,1222
7019812,1265
7019813,1388
7019814,1563
7019816,1347
7019817,1325
7019818,1302
7019819,1929
7019820,1943
7019821,1886
7019822,1176
7019823,2139
7019836,1419
7021603,258
7019824,1992
7019825,2030
7019826,1978
7019827,2109
7019828,2541
7019829,2625
7019830,2571
7019831,991
7019832,978
7019833,1107
7019834,1062
7019835,924
7019837,978
7019838,1406
7019839,1548
7019840,1782
7019841,1679
7019842,1976
7019843,2846
7019844,2773
7019845,2932
7019846,2436
7019847,2806
7019848,2790
7019849,2536
7019850,3480
7019852,3455
7019853,3638
7019854,3550
7019855,3511
7019856,3293
7019857,3347
7019858,3219
7019859,3176
7019860,3253
7019861,3178
7019862,2835
7019863,3288
7019864,2886
7019865,3197
7019901,3967
7019866,2846
7019867,3022
7019868,3381
7019869,3180
7019870,3339
7019871,3120
7019872,2451
7019873,2704
7019874,3382
7019875,2894
7019876,2232
7019877,2478
7019878,2521
7019879,2623
7019905,3518
7019880,2910
7019882,3509
7019883,9494
7019884,23771
7019885,17149
7019886,17009
7019902,4280
7019919,2848
7019887,14474
7019888,15126
7019889,7531
7019890,6900
7019891,7621
7019903,3557
7019904,4141
7019892,7330
7019893,7813
7019894,6388
7019895,6073
7019896,5828
7019897,3328
7019898,3306
7019899,4260
7019900,3732
7019906,4025
7019907,3307
7019908,3491
7019909,4110
7019910,3791
7019911,3809
7019912,4128
7019913,11535
7019914,7795
7019915,8174
7019916,7534
7019917,4463
7019918,3699
7019922,3218
7019923,2244
7019924,2345
7019925,3120
7019926,3107
7019927,2753
7019928,3270
7019929,2658
7019930,2710
7019931,2614
7019932,2531
7019933,2309
7019934,2537
7019935,2548
7019936,13217
7020117,4390
7019937,2065
7019938,2393
7019939,1921
7019940,2356
7019941,1625
7019942,1464
7019943,1810
7019944,2170
7019945,1215
7019946,1606
7019947,1789
7019948,1404
7019949,2307
7019950,1753
7019951,1643
7019952,7861
7019970,2577
7019375,1975
7019953,1209
7019954,1195
7019955,880
7019956,978
7019957,642
7019958,570
7019959,1438
7019960,961
7019961,1149
7019962,372
7019963,865
7019964,594
7019965,552
7019966,878
7019967,1941
7019968,2838
7019969,2638
7019971,2507
7019972,2446
7019973,2411
7019974,3330
7019975,3324
7019976,3012
7019977,2928
7019978,2896
7019979,2876
7019980,2776
7019981,2846
7019982,2447
7019983,2989
7019998,1384
7019984,2738
7019985,1556
7019986,1269
7019987,1315
7019988,1068
7019989,1078
7019990,2250
7019991,1654
7019992,1820
7019993,1506
7019994,1776
7019995,2299
7019996,1348
7019997,713
7020016,3591
7019999,1805
7020000,1833
7020001,5715
7020002,5545
7020003,5191
7020004,6607
7020005,4629
7020006,4629
7020007,4403
7020008,4100
7020009,4152
7020010,3620
7020136,1566
7020011,4500
7020012,3557
7020017,3005
7020018,3113
7020019,2862
7020020,2637
7020021,3140
7020022,3212
7020023,3285
7020024,2951
7020025,2656
7020026,2017
7020013,12449
7020014,4318
7020015,3523
7020027,6752
7020028,6417
7020029,6063
7020030,6173
7020031,6193
7020032,5918
7020033,5805
7020034,5409
7020035,6099
7020036,4212
7020037,6513
7020038,4900
7020039,4880
7020040,4617
7020041,4560
7020042,4294
7020043,4278
7020044,4812
7020045,4688
7020049,6366
7020050,5635
7020051,7546
7020385,1869
7020046,8476
7020047,5681
7020048,5304
7020055,9028
7020052,6912
7020053,7414
7020054,8519
7020069,6676
7020070,7220
7020056,8053
7020057,8348
7020058,10312
7020059,5129
7020060,7158
7020061,7376
7020062,8236
7020063,6024
7020064,6146
7020065,6186
7020066,6071
7020067,5664
7020068,5884
7020071,7196
7020072,7556
7020073,7385
7020074,6592
7020075,7321
7020076,6792
7020077,7263
7020078,6787
7020079,7343
7020080,7102
7020081,7596
7020082,7046
7020083,7512
7020084,8143
7020085,8263
7020099,5243
7020086,8292
7020087,8363
7020088,8891
7020089,8826
7020090,8937
7020091,8979
7020092,12100
7020093,4941
7020094,4752
7020095,4492
7020096,4889
7020097,5402
7020098,4913
7020101,5721
7020102,5766
7020103,5993
7020104,6286
7020105,6419
7020106,8083
7020107,7997
7020108,8462
7020109,3374
7020110,3633
7020111,3669
7020112,3816
7020113,3947
7020114,3794
7020115,4208
7020116,4267
7021760,644
7020118,5453
7020119,11212
7020120,2898
7020121,2792
7020122,2733
7020123,3035
7020124,2486
7020125,3431
7020126,2784
7020127,3176
7020128,3279
7020129,2917
7020130,3580
7020131,3471
7020132,4890
7020133,1309
7020134,1762
7020135,1924
7020139,1414
7020140,1405
7020141,2025
7020142,1577
7020143,1840
7020144,1831
7020145,2028
7020146,1991
7020147,2470
7020148,2232
7020149,1892
7020150,1711
7020174,5193
7020175,4718
7020151,1094
7020153,4196
7020154,3949
7020155,3969
7020156,4115
7020157,4494
7020158,3467
7020159,3302
7020176,4880
7020160,2734
7020161,3171
7020162,1541
7020163,1273
7020164,1341
7020165,1189
7020166,889
7020167,590
7020168,745
7020169,489
7020170,1000
7020177,4454
7020178,5263
7020179,4545
7020180,4389
7020181,4301
7020182,3933
7020183,4747
7020184,4231
7020185,3918
7020210,1751
7020186,4394
7020187,3751
7020188,4219
7020189,3250
7020190,3325
7020191,3683
7020192,3718
7020211,1079
7020212,1651
7021946,2331
7020193,3896
7020194,2715
7020195,2466
7020196,2232
7020197,1909
7020198,1996
7020199,1747
7020200,1540
7020201,950
7020202,1469
7020203,1968
7020204,2062
7020205,1814
7020206,1139
7020207,1216
7020208,1749
7020209,1492
7020213,1246
7020214,1802
7020215,1899
7020216,1199
7020217,1812
7020218,1509
7020219,2085
7020220,2037
7020221,2175
7020222,1797
7020223,1299
7020224,1415
7020225,1519
7020226,1511
7020227,1695
7020228,1768
7020229,1848
7020230,1842
7020231,1924
7020232,2006
7020233,2173
7020234,2207
7020243,4219
7020244,4724
7020235,6043
7020236,25001
7020237,6237
7020238,6102
7020239,5500
7020240,5013
7020241,4756
7020242,5166
7020245,4053
7020246,4721
7020247,3321
7020248,3032
7020249,3125
7020250,2961
7020251,2460
7020252,2395
7020253,2612
7020254,2064
7020255,2156
7020256,2364
7020257,2189
7020258,2122
7020259,2418
7020260,1990
7020261,2528
7020262,2441
7020263,3437
7020264,3819
7020265,4637
7020266,2159
7020267,2264
7020268,2123
7020269,3032
7020270,2147
7020271,2374
7020272,5072
7020273,5072
7020274,5312
7020275,5829
7020276,3123
7020279,6340
7020280,6343
7020281,5520
7020282,5854
7020318,4847
7021966,2868
7020277,8510
7020278,6398
7021967,2375
7020283,4994
7020284,5102
7020285,4869
7020286,4936
7020287,4387
7020288,4762
7020289,4688
7020291,3264
7020292,4476
7020293,5156
7020294,5269
7020295,5174
7020296,3981
7020297,4378
7020298,4520
7020316,5138
7020299,3532
7020300,3656
7020301,4222
7020302,3921
7020303,3435
7020304,4283
7020305,4223
7020306,4477
7020307,3704
7020308,4270
7020309,4141
7020310,4261
7020311,4327
7020312,4333
7020313,4478
7020314,4469
7020315,5155
7020319,4934
7020320,4955
7020321,5112
7020322,4923
7020323,5171
7020324,5438
7020325,5104
7020326,5493
7020327,5450
7020328,5847
7020329,5824
7020330,4860
7020331,4703
7020332,4886
7020333,4949
7020334,5081
7020358,4834
7020335,5132
7020336,5756
7020337,6160
7020338,5894
7020339,5511
7020340,5191
7020341,5579
7020342,5491
7020381,5606
7020343,6003
7020344,5463
7020345,5057
7020346,5921
7020347,4497
7020348,5080
7020349,5022
7020350,4413
7020351,4768
7020352,4341
7020353,4613
7020354,5269
7020355,4975
7020356,4946
7020357,5044
7020382,4638
7020359,5143
7020360,4955
7020361,4843
7020362,4832
7020363,4887
7020364,5201
7020365,5281
7020366,5072
7020367,5349
7020368,5177
7020369,5053
7020370,5011
7020371,5114
7020372,5235
7020373,5049
7020374,5139
7020375,5334
7020376,4554
7020377,4668
7020378,4954
7020379,4615
7020380,4480
7020383,5747
7020384,4711
7020385,4745
7020386,5876
7020387,6066
7020388,4816
7020389,5566
7020390,5753
7020391,5935
7020392,6100
7020393,6295
7020394,5715
7020395,5998
7020396,5598
7020397,5716
7020398,5841
7020399,5309
7020400,5446
7020401,5259
7020402,5371
7020403,5228
7020404,6021
7020405,5060
7020406,5550
7020407,5725
7020408,5474
7020409,5713
7020410,5912
7020411,5758
7020412,6403
7020413,6423
7020423,4956
7021604,204
7020414,6246
7020415,6139
7020416,6307
7020417,6231
7020418,6297
7020419,5373
7020420,5062
7020421,5668
7020422,4970
7020424,4834
7020425,4686
7020426,4397
7020427,2990
7020428,2842
7020429,2999
7020430,3017
7020431,3234
7020432,3362
7020433,4040
7019377,2187
7020434,3521
7020435,3034
7020436,3748
7020437,3672
7020438,3646
7020439,3785
7020440,4228
7020441,3497
7020442,3570
7020443,3863
7020444,3911
7020445,4029
7020446,4187
7020447,4286
7020448,4163
7020449,4565
7020450,4062
7020451,4395
7020452,4787
7020472,5757
7020453,4820
7020454,4820
7020456,4896
7020457,5190
7020458,4972
7020459,5150
7020460,5142
7020461,5186
7020462,5259
7020463,5194
7020464,5263
7020466,5496
7020467,5400
7020468,5496
7020469,5492
7020470,5768
7020471,5901
7020473,5920
7020474,6232
7020475,6031
7020476,6208
7020477,6299
7020478,6535
7020479,6663
7020480,6665
7020481,7669
7020482,7051
7020483,7428
7020496,2352
7020484,7196
7020485,6994
7020486,1982
7020487,5245
7020488,2164
7020489,2558
7020490,2582
7020491,2110
7020492,1923
7020493,1779
7020494,2212
7020495,2666
7020497,2497
7020498,2668
7020499,2544
7020500,2756
7020501,1685
7020502,2398
7020503,2172
7020504,2142
7020505,2370
7020506,2354
7020507,2770
7020508,2510
7020509,3017
7020510,2823
7020511,3442
7020512,2649
7020513,3415
7020514,4026
7020515,3785
7020516,4190
7020517,3799
7020518,4319
7020519,3906
7020520,4260
7020521,4753
7020522,4285
7020523,4263
7020539,12207
7020524,4616
7020525,4744
7020526,5198
7020527,14352
7020528,13645
7020529,13985
7020530,13506
7020531,13365
7020532,13426
7020533,13480
7020534,13030
7020535,13032
7020536,13034
7020537,12942
7020538,12543
7020540,12096
7020541,12064
7020542,11645
7020543,11370
7020544,11630
7020545,13305
7020546,13044
7020547,12998
7020548,12927
7020549,12681
7020550,12629
7020551,12529
7020552,12171
7020553,11918
7020554,11983
7020555,11697
7020556,11466
7020557,11210
7020570,751
7020571,484
7020572,578
7020558,6873
7020559,1347
7020560,1001
7020561,971
7020562,812
7020563,831
7020564,496
7020565,992
7020566,650
7020567,1303
7020568,595
7020569,922
7020592,3339
7020573,365
7020574,1106
7020575,901
7020576,900
7020577,1225
7020578,1242
7020579,1130
7020580,1516
7020581,1344
7020582,1250
7020583,1057
7020584,1590
7020585,1510
7020586,1940
7020587,1822
7020588,2756
7020589,3180
7020590,3200
7020591,3353
7020593,3294
7020594,3748
7020595,3457
7020596,3562
7020597,3988
7020598,2104
7020599,2129
7020600,2461
7020601,2596
7020602,2894
7020603,2721
7020604,2882
7020605,2892
7020606,3090
7020607,3238
7020608,3454
7020609,3374
7021990,2971
7020610,3530
7020611,3629
7020612,4478
7020613,4458
7020614,4759
7020615,4302
7020616,4587
7020617,4416
7020618,4665
7020619,4515
7020620,4637
7020621,5298
7020622,4703
7020623,4814
7021946,2445
7020624,14510
7020625,13014
7020626,13192
7020627,12949
7020628,12573
7020629,12196
7020630,12357
7020631,12133
7020632,12642
7020633,11926
7020634,11978
7020635,11603
7020637,5284
7020638,1390
7020639,1290
7020640,1284
7020641,895
7020642,928
7020643,876
7020644,657
7020645,571
7020646,476
7020647,291
7020648,1725
7020649,2178
7020650,1572
7020651,1262
7020652,2697
7020653,4004
7020654,3699
7020655,4235
7020656,4249
7020657,4076
7020658,3782
7020659,8725
7020660,8898
7020673,4882
7020661,3523
7020662,3334
7020663,4577
7020664,4482
7020665,4986
7020666,4830
7020667,4154
7020668,3859
7020669,3914
7020670,4756
7020671,4109
7020672,3982
7020688,5469
7020674,4379
7020675,4394
7020676,5186
7020677,4605
7020678,5353
7020679,5830
7020680,4809
7020681,5441
7020682,5306
7020683,5047
7020684,5278
7020685,5979
7020686,5564
7020687,5613
7020689,5782
7020690,5752
7020691,5874
7020692,6129
7020693,6548
7020694,6454
7020695,6929
7020696,5055
7020697,5652
7020698,5831
7020699,6152
7020705,5956
7020706,4173
7020700,4424
7020701,16888
7020702,9795
7020703,4666
7020704,4446
7020707,4175
7020708,3776
7020709,3814
7020710,4202
7020711,4638
7020712,4592
7020713,4853
7020714,5331
7020715,4770
7020716,5178
7020717,5602
7020718,5534
7020719,5156
7020720,5864
7020721,6209
7020722,6133
7020731,15364
7020723,6432
7020724,6648
7020725,6537
7020726,6637
7020732,15362
7020733,15482
7020734,15777
7020736,13853
7020737,13342
7020738,13396
7020739,13579
7020740,13879
7020741,14226
7020742,13930
7020727,18715
7020728,5350
7020730,15140
7020926,914
7020743,14332
7020744,14660
7020745,14600
7020746,14524
7020747,14897
7020748,14954
7020749,5577
7020750,6993
7020757,10930
7020751,8908
7020752,9500
7020753,9626
7020754,9653
7020755,9670
7020756,10192
7020832,14060
7020758,12439
7020759,12500
7020760,12819
7020761,12721
7020762,7072
7020763,9097
7020764,10541
7020765,10369
