,rise,geoid_county,U7B001,U7C005,U7B004,U7C002,U7G001,state_code,state_name
2871,10,12009,128835,106866,3466,9047,71802,FL,Florida
2872,10,12011,1739370,568943,476697,558870,773759,FL,Florida
2873,10,12015,130325,110552,4497,8825,81348,FL,Florida
2874,10,12017,28802,25455,565,1223,17756,FL,Florida
2875,10,12019,40059,29000,3891,3860,15924,FL,Florida
2876,10,12021,226289,154319,12838,50862,160794,FL,Florida
2877,10,12027,457,426,1,26,424,FL,Florida
2878,10,12029,1789,1661,14,41,2356,FL,Florida
2879,10,12031,226228,135720,54911,18406,102484,FL,Florida
2880,10,12033,27026,20624,2066,2201,14909,FL,Florida
2881,10,12035,28498,24427,819,1715,18075,FL,Florida
2882,10,12037,11725,9182,1389,663,7861,FL,Florida
2883,10,12041,106,95,0,7,61,FL,Florida
2884,10,12045,8120,6383,974,323,6005,FL,Florida
2885,10,12053,6911,5865,113,573,4316,FL,Florida
2886,10,12057,230703,119676,22288,68808,106023,FL,Florida
2887,10,12061,35321,30663,1323,2072,25791,FL,Florida
2888,10,12065,9,7,0,2,4,FL,Florida
2889,10,12069,191,175,0,16,96,FL,Florida
2890,10,12071,372217,275709,12786,65607,231448,FL,Florida
2891,10,12075,3364,3089,35,116,2534,FL,Florida
2892,10,12077,10,10,0,0,8,FL,Florida
2893,10,12081,104638,78997,6302,13549,64494,FL,Florida
2894,10,12083,7,2,0,0,2,FL,Florida
2895,10,12085,72850,59434,2322,7676,41850,FL,Florida
2896,10,12086,2631203,352074,388398,1809759,1041172,FL,Florida
2897,10,12087,82315,54417,4781,19268,53681,FL,Florida
2898,10,12089,42655,35660,2452,2149,19581,FL,Florida
2899,10,12091,34215,26488,1736,2679,19293,FL,Florida
2900,10,12099,290863,200529,27469,44484,169256,FL,Florida
2901,10,12101,93769,72636,3949,11547,52350,FL,Florida
2902,10,12103,360673,272128,31303,30497,214816,FL,Florida
2903,10,12107,9135,7658,558,547,5347,FL,Florida
2904,10,12109,94004,78511,3190,6358,48771,FL,Florida
2905,10,12111,38794,29163,3260,4367,25824,FL,Florida
2906,10,12113,26033,21405,854,1451,12662,FL,Florida
2907,10,12115,119270,107158,1621,5296,86217,FL,Florida
2908,10,12117,21,9,0,7,5,FL,Florida
2909,10,12123,2583,2039,285,131,2744,FL,Florida
2910,10,12127,169429,129308,19604,11063,98918,FL,Florida
2911,10,12129,6016,5259,321,137,3568,FL,Florida
2912,10,12131,29820,24969,425,2533,26633,FL,Florida
2913,10,12133,72,66,0,0,64,FL,Florida
2914,10,13025,118,101,2,1,43,GA,Georgia
2915,10,13029,33730,23164,4624,2928,12335,GA,Georgia
2916,10,13039,28103,21147,3538,1533,11890,GA,Georgia
2917,10,13049,274,249,13,1,133,GA,Georgia
2918,10,13051,145500,77653,45084,12000,64827,GA,Georgia
2919,10,13127,56411,38233,11560,3972,29810,GA,Georgia
2920,10,13179,11750,6459,4111,530,5322,GA,Georgia
2921,10,13183,11,7,3,0,4,GA,Georgia
2922,10,13191,5314,3754,1257,108,3585,GA,Georgia
2923,10,13305,74,71,0,3,32,GA,Georgia
2924,10,15001,2687,1094,31,249,2497,HI,Hawaii
2925,10,15003,254762,65036,4333,22772,112545,HI,Hawaii
2926,10,15005,82,27,2,18,97,HI,Hawaii
2927,10,15007,18788,4925,76,1902,8482,HI,Hawaii
2928,10,15009,22545,6465,179,2330,13058,HI,Hawaii
2929,10,22001,4417,4127,124,59,1903,LA,Louisiana
2930,10,22005,54425,35901,11457,4861,22204,LA,Louisiana
2931,10,22007,14099,10303,2736,686,6805,LA,Louisiana
2932,10,22011,1,0,0,0,2,LA,Louisiana
2933,10,22019,80893,51303,21187,3915,35032,LA,Louisiana
2934,10,22023,5617,5174,72,197,4051,LA,Louisiana
2935,10,22033,3469,2621,379,178,1516,LA,Louisiana
2936,10,22045,25246,15161,7175,1679,11063,LA,Louisiana
2937,10,22047,7869,6067,1266,291,4077,LA,Louisiana
2938,10,22051,6151,4941,112,499,4038,LA,Louisiana
2939,10,22053,6460,5620,472,116,2819,LA,Louisiana
2940,10,22055,2998,1944,696,138,1221,LA,Louisiana
2941,10,22057,74092,53217,13050,3582,30454,LA,Louisiana
2942,10,22063,14964,13337,493,463,7258,LA,Louisiana
2943,10,22071,1218,916,98,82,781,LA,Louisiana
2944,10,22075,2520,772,1426,144,1150,LA,Louisiana
2945,10,22077,1723,1472,147,56,780,LA,Louisiana
2946,10,22087,494,339,13,121,502,LA,Louisiana
2947,10,22089,28311,18297,6863,1826,10810,LA,Louisiana
2948,10,22093,14368,7915,5895,265,5939,LA,Louisiana
2949,10,22095,36342,11140,20886,2969,14828,LA,Louisiana
2950,10,22097,122,104,15,1,67,LA,Louisiana
2951,10,22099,11009,8364,1852,428,5409,LA,Louisiana
2952,10,22101,21356,8792,8977,1826,9880,LA,Louisiana
2953,10,22103,78659,50397,16729,5997,33898,LA,Louisiana
2954,10,22105,6604,5174,808,281,2765,LA,Louisiana
2955,10,22109,109558,68797,21250,7351,47289,LA,Louisiana
2956,10,22113,36345,27218,5599,1537,17038,LA,Louisiana
2957,10,22121,2426,1740,519,95,946,LA,Louisiana
2958,10,23005,19202,16745,872,440,13125,ME,Maine
2959,10,23009,18405,17103,84,342,15357,ME,Maine
2960,10,23011,607,555,5,12,345,ME,Maine
2961,10,23013,5911,5509,15,71,5406,ME,Maine
2962,10,23015,4001,3693,29,61,4260,ME,Maine
2963,10,23019,500,427,3,19,298,ME,Maine
2964,10,23023,5997,5577,51,86,4205,ME,Maine
2965,10,23027,666,599,2,17,862,ME,Maine
2966,10,23029,8171,7271,42,206,6021,ME,Maine
2967,10,23031,14123,12956,138,379,15258,ME,Maine
2968,10,24003,49124,40688,2544,2658,22108,MD,Maryland
2969,10,24005,43612,30278,7618,2660,19170,MD,Maryland
2970,10,24009,6951,5269,784,290,3484,MD,Maryland
2971,10,24011,2304,1669,383,108,950,MD,Maryland
2972,10,24015,4419,3642,300,219,2613,MD,Maryland
2973,10,24017,3908,2876,620,134,1964,MD,Maryland
2974,10,24019,10066,7902,1323,351,5877,MD,Maryland
2975,10,24025,4840,3094,1135,305,2178,MD,Maryland
2976,10,24027,31,12,0,7,5,MD,Maryland
2977,10,24029,4659,3822,545,107,3078,MD,Maryland
2978,10,24033,3338,451,1824,819,1139,MD,Maryland
2979,10,24035,25814,22315,856,1093,11429,MD,Maryland
2980,10,24037,10946,8984,639,433,5339,MD,Maryland
2981,10,24039,12034,8600,2271,538,6877,MD,Maryland
2982,10,24041,12300,10394,974,452,8079,MD,Maryland
2983,10,24045,6246,4276,1263,259,3058,MD,Maryland
2984,10,24047,29607,24868,2068,1124,44959,MD,Maryland
2985,10,24510,18572,7711,7888,1022,11518,MD,Maryland
2986,10,25001,60952,53943,1514,1652,65370,MA,Massachusetts
2987,10,25005,38317,26255,1490,7053,18081,MA,Massachusetts
2988,10,25007,20600,16230,813,534,17404,MA,Massachusetts
2989,10,25009,89378,66944,3568,12787,42994,MA,Massachusetts
2990,10,25017,208420,98494,25858,28087,89909,MA,Massachusetts
2991,10,25019,14255,9889,1027,2312,11989,MA,Massachusetts
2992,10,25021,53719,33793,2240,2424,24415,MA,Massachusetts
2993,10,25023,56295,50709,562,1291,29907,MA,Massachusetts
2994,10,25025,339552,178830,24058,81612,159721,MA,Massachusetts
2995,10,28045,11536,9342,1001,456,6360,MS,Mississippi
2996,10,28047,27634,16205,6577,1989,13677,MS,Mississippi
2997,10,28059,51867,31291,12584,4740,23530,MS,Mississippi
2998,10,33015,16199,14926,84,461,11628,NH,New Hampshire
2999,10,33017,1430,1266,17,41,745,NH,New Hampshire
3000,10,34001,87366,42132,16803,17400,57740,NJ,New Jersey
3001,10,34003,71355,25809,7451,23930,30349,NJ,New Jersey
3002,10,34005,34630,20782,7414,3461,15138,NJ,New Jersey
3003,10,34007,57299,12435,23246,20222,23732,NJ,New Jersey
3004,10,34009,64372,54750,1804,5154,82493,NJ,New Jersey
3005,10,34011,12986,7585,2900,1956,4952,NJ,New Jersey
3006,10,34013,48769,11389,8206,21807,15912,NJ,New Jersey
3007,10,34015,24481,17681,3212,2060,10463,NJ,New Jersey
3008,10,34017,210467,90344,16327,37540,103988,NJ,New Jersey
3009,10,34021,733,605,17,72,307,NJ,New Jersey
3010,10,34023,42397,16755,7048,10879,16778,NJ,New Jersey
3011,10,34025,85877,62915,5299,11858,44380,NJ,New Jersey
3012,10,34029,119637,103214,1583,9596,92007,NJ,New Jersey
3013,10,34031,1497,335,143,925,575,NJ,New Jersey
3014,10,34033,32672,20184,6854,4045,14619,NJ,New Jersey
3015,10,34039,21017,3460,5145,11306,8194,NJ,New Jersey
3016,10,36001,225,130,35,27,113,NY,New York
3017,10,36005,81796,14395,35237,29584,34299,NY,New York
3018,10,36021,229,138,27,34,103,NY,New York
3019,10,36027,1725,997,263,317,900,NY,New York
3020,10,36039,618,480,18,63,392,NY,New York
3021,10,36047,415819,176059,117848,56966,168150,NY,New York
3022,10,36059,236769,163155,18680,36909,89228,NY,New York
3023,10,36061,253396,88286,47328,75606,130336,NY,New York
3024,10,36071,690,393,65,183,303,NY,New York
3025,10,36079,613,508,9,45,292,NY,New York
3026,10,36081,229515,73230,75758,45503,94027,NY,New York
3027,10,36083,178,107,9,33,67,NY,New York
3028,10,36085,64172,40327,3909,10558,23561,NY,New York
3029,10,36087,3651,2251,236,969,1789,NY,New York
3030,10,36103,162511,123504,5494,25270,88068,NY,New York
3031,10,36111,2183,1654,162,234,1066,NY,New York
3032,10,36119,21866,11556,3046,5368,9641,NY,New York
3033,10,37013,20692,12603,6149,1295,12287,NC,North Carolina
3034,10,37015,1103,467,571,25,607,NC,North Carolina
3035,10,37017,85,51,13,14,31,NC,North Carolina
3036,10,37019,22320,18861,1462,972,23186,NC,North Carolina
3037,10,37029,10355,8200,1055,340,4119,NC,North Carolina
3038,10,37031,45954,39762,2195,1737,38525,NC,North Carolina
3039,10,37041,5412,3674,1355,162,2768,NC,North Carolina
3040,10,37047,11,5,0,2,3,NC,North Carolina
3041,10,37049,31657,21193,6576,1677,16115,NC,North Carolina
3042,10,37053,26625,22314,1329,1136,15183,NC,North Carolina
3043,10,37055,36915,31921,703,2554,34080,NC,North Carolina
3044,10,37073,740,490,182,20,325,NC,North Carolina
3045,10,37091,225,174,45,0,146,NC,North Carolina
3046,10,37095,4589,2928,1169,347,3135,NC,North Carolina
3047,10,37103,959,646,257,24,435,NC,North Carolina
3048,10,37117,1101,585,458,37,529,NC,North Carolina
3049,10,37129,41333,35273,2033,1937,23445,NC,North Carolina
3050,10,37133,29687,20708,3017,3423,15689,NC,North Carolina
3051,10,37137,8081,5734,1698,291,5032,NC,North Carolina
3052,10,37139,37520,20107,13189,2083,16499,NC,North Carolina
3053,10,37141,12083,9923,699,850,8548,NC,North Carolina
3054,10,37143,10881,8057,2054,226,5841,NC,North Carolina
3055,10,37147,1942,853,693,339,847,NC,North Carolina
3056,10,37177,3245,1879,938,272,1980,NC,North Carolina
3057,10,37187,5297,2685,2216,246,3063,NC,North Carolina
3058,10,41007,25311,20685,152,2359,15317,OR,Oregon
3059,10,41009,4121,3426,18,252,1748,OR,Oregon
3060,10,41011,25359,20879,107,1611,12454,OR,Oregon
3061,10,41015,604,492,7,46,393,OR,Oregon
3062,10,41019,5827,4974,11,354,3176,OR,Oregon
3063,10,41039,1657,1345,5,101,913,OR,Oregon
3064,10,41041,10971,9247,22,627,7883,OR,Oregon
3065,10,41051,4737,3267,318,542,2108,OR,Oregon
3066,10,41057,12780,10657,35,1012,11664,OR,Oregon
3067,10,42017,5168,4090,238,461,2430,PA,Pennsylvania
3068,10,42045,8722,5520,1974,685,3353,PA,Pennsylvania
3069,10,42101,46373,23647,9619,5020,20487,PA,Pennsylvania
3070,10,44001,18059,15688,232,657,7808,RI,Rhode Island
3071,10,44003,6702,5655,121,448,3223,RI,Rhode Island
3072,10,44005,13686,11850,325,710,8427,RI,Rhode Island
3073,10,44007,6292,3961,513,782,3250,RI,Rhode Island
3074,10,44009,11712,10725,87,335,11191,RI,Rhode Island
3075,10,45013,111274,77518,17860,11150,65586,SC,South Carolina
3076,10,45015,35183,26250,4066,2359,15120,SC,South Carolina
3077,10,45019,275867,201075,47599,12709,140764,SC,South Carolina
3078,10,45029,3851,1855,1807,66,3621,SC,South Carolina
3079,10,45035,9846,6558,1818,532,3890,SC,South Carolina
3080,10,45043,22441,16060,4961,728,15150,SC,South Carolina
3081,10,45049,107,46,46,5,48,SC,South Carolina
3082,10,45051,40887,33730,2624,2534,41087,SC,South Carolina
3083,10,45053,5451,2534,1938,776,2584,SC,South Carolina
3084,10,45089,111,96,6,4,64,SC,South Carolina
3085,10,48007,22480,14955,250,5763,14795,TX,Texas
3086,10,48039,10699,6858,456,2858,6225,TX,Texas
3087,10,48057,3933,2807,20,925,3412,TX,Texas
3088,10,48061,13466,4755,67,8261,11855,TX,Texas
3089,10,48071,2523,1400,338,572,1157,TX,Texas
3090,10,48167,96275,52284,12627,25175,56865,TX,Texas
3091,10,48199,1519,1344,8,88,633,TX,Texas
3092,10,48201,43676,25238,3234,11794,19267,TX,Texas
3093,10,48239,871,677,14,140,790,TX,Texas
3094,10,48241,145,134,0,8,73,TX,Texas
3095,10,48245,14903,7024,3938,3314,4480,TX,Texas
3096,10,48261,350,73,1,261,191,TX,Texas
3097,10,48273,351,229,1,110,312,TX,Texas
3098,10,48291,416,357,8,25,178,TX,Texas
3099,10,48321,3639,1982,198,1087,3640,TX,Texas
3100,10,48351,291,257,8,8,133,TX,Texas
3101,10,48355,26376,16334,1195,7041,18330,TX,Texas
3102,10,48361,52621,36586,7738,5263,23406,TX,Texas
3103,10,48391,101,67,1,30,81,TX,Texas
3104,10,48409,6780,3664,106,2693,3584,TX,Texas
3105,10,48469,20,7,0,13,7,TX,Texas
3106,10,48489,323,235,1,79,412,TX,Texas
3107,10,51001,11153,9085,1018,493,9472,VA,Virginia
3108,10,51013,314,156,59,36,184,VA,Virginia
3109,10,51033,25,14,2,4,6,VA,Virginia
3110,10,51036,395,292,66,5,214,VA,Virginia
3111,10,51041,428,367,19,14,199,VA,Virginia
3112,10,51057,1323,980,213,40,756,VA,Virginia
3113,10,51059,8001,5098,916,982,4532,VA,Virginia
3114,10,51073,9365,8088,419,306,4475,VA,Virginia
3115,10,51085,6,2,0,3,4,VA,Virginia
3116,10,51087,97,60,16,5,39,VA,Virginia
3117,10,51093,5260,4200,640,148,2302,VA,Virginia
3118,10,51095,4889,4130,248,205,2096,VA,Virginia
3119,10,51097,615,498,68,23,420,VA,Virginia
3120,10,51099,2157,1586,330,85,918,VA,Virginia
3121,10,51101,2239,1760,162,68,923,VA,Virginia
3122,10,51103,1878,1573,216,18,1663,VA,Virginia
3123,10,51115,6827,5769,531,176,4524,VA,Virginia
3124,10,51119,1089,958,44,21,1190,VA,Virginia
3125,10,51127,2141,1718,162,107,922,VA,Virginia
3126,10,51131,3098,2333,465,185,2422,VA,Virginia
3127,10,51133,4481,3661,560,113,4107,VA,Virginia
3128,10,51149,764,376,237,81,354,VA,Virginia
3129,10,51153,2974,1241,685,748,1178,VA,Virginia
3130,10,51159,570,424,81,28,458,VA,Virginia
3131,10,51175,486,180,287,5,262,VA,Virginia
3132,10,51177,793,483,150,76,271,VA,Virginia
3133,10,51179,1022,715,84,117,384,VA,Virginia
3134,10,51181,246,171,58,6,154,VA,Virginia
3135,10,51193,5270,3848,854,220,4063,VA,Virginia
3136,10,51199,17016,13121,1205,872,6516,VA,Virginia
3137,10,51510,5302,2702,540,1597,3140,VA,Virginia
3138,10,51550,113120,61087,33001,8776,41658,VA,Virginia
3139,10,51570,555,182,265,41,249,VA,Virginia
3140,10,51620,66,15,45,3,28,VA,Virginia
3141,10,51630,11,10,1,0,6,VA,Virginia
3142,10,51650,91601,35385,43102,5592,41707,VA,Virginia
3143,10,51670,165,77,69,5,61,VA,Virginia
3144,10,51700,15529,3716,9659,1094,6623,VA,Virginia
3145,10,51710,191630,84527,70962,18166,81018,VA,Virginia
3146,10,51730,171,51,114,3,144,VA,Virginia
3147,10,51735,12460,10937,120,463,4926,VA,Virginia
3148,10,51740,69620,27278,34210,3421,31327,VA,Virginia
3149,10,51760,294,240,15,5,261,VA,Virginia
3150,10,51800,12208,6333,4507,527,4843,VA,Virginia
3151,10,51810,247626,157778,37165,20508,105169,VA,Virginia
3152,10,53009,1361,999,11,55,621,WA,Washington
3153,10,53011,1652,1196,18,250,642,WA,Washington
3154,10,53015,39177,29185,478,5098,16853,WA,Washington
3155,10,53027,43179,31414,841,5431,22352,WA,Washington
3156,10,53029,43749,37018,431,2097,24196,WA,Washington
3157,10,53031,3215,2814,5,106,2530,WA,Washington
3158,10,53033,21068,13078,1063,2457,11709,WA,Washington
3159,10,53035,12242,9147,530,1128,5175,WA,Washington
3160,10,53045,9899,7964,62,584,8433,WA,Washington
3161,10,53049,23362,18607,101,2195,15916,WA,Washington
3162,10,53053,21972,15547,731,2338,10489,WA,Washington
3163,10,53055,2121,1856,4,118,2585,WA,Washington
3164,10,53057,12468,9435,59,1245,6421,WA,Washington
3165,10,53061,8156,5393,271,936,3500,WA,Washington
3166,10,53067,2441,1789,95,239,1485,WA,Washington
3167,10,53069,4422,3817,22,183,2169,WA,Washington
3168,10,53073,10325,6040,90,608,7202,WA,Washington
