,rise,geoid_county,U7B001,U7C005,U7B004,U7C002,U7G001,state_code,state_name
2389,8,37049,21015,13512,4810,1158,11230,NC,North Carolina
2390,8,37053,24015,20242,1125,1040,13936,NC,North Carolina
2391,8,37055,32553,28220,650,2207,31190,NC,North Carolina
2392,8,37073,728,478,182,20,317,NC,North Carolina
2393,8,37091,202,151,45,0,136,NC,North Carolina
2394,8,37095,4589,2928,1169,347,3135,NC,North Carolina
2395,8,37103,522,254,227,17,241,NC,North Carolina
2396,8,37117,552,369,143,30,296,NC,North Carolina
2397,8,37129,32740,28218,1407,1538,18995,NC,North Carolina
2398,8,37133,25866,18258,2507,2858,14015,NC,North Carolina
2399,8,37137,6714,4879,1302,218,4617,NC,North Carolina
2400,8,37139,30974,16877,10453,1807,13611,NC,North Carolina
2401,8,37141,10393,8710,499,697,7720,NC,North Carolina
2402,8,37143,6590,5024,1069,138,3771,NC,North Carolina
2403,8,37147,1595,776,521,248,682,NC,North Carolina
2404,8,37177,3245,1879,938,272,1980,NC,North Carolina
2405,8,37187,3592,2126,1168,192,2097,NC,North Carolina
2406,8,41007,23768,19466,132,2193,14310,OR,Oregon
2407,8,41009,2265,1834,12,167,923,OR,Oregon
2408,8,41011,23432,19329,93,1458,11557,OR,Oregon
2409,8,41015,257,193,2,22,144,OR,Oregon
2410,8,41019,5827,4974,11,354,3176,OR,Oregon
2411,8,41039,1388,1142,4,80,738,OR,Oregon
2412,8,41041,8691,7269,18,480,6333,OR,Oregon
2413,8,41051,3784,2639,276,367,1719,OR,Oregon
2414,8,41057,8649,7266,26,693,8694,OR,Oregon
2415,8,42017,4243,3374,193,348,2014,PA,Pennsylvania
2416,8,42045,6943,4919,1081,389,3065,PA,Pennsylvania
2417,8,42101,26264,12565,7000,2535,12335,PA,Pennsylvania
2418,8,44001,13233,11476,191,481,5807,RI,Rhode Island
2419,8,44003,4903,4150,86,339,2338,RI,Rhode Island
2420,8,44005,11590,10131,270,575,7228,RI,Rhode Island
2421,8,44007,3629,2347,326,446,1712,RI,Rhode Island
2422,8,44009,9508,8700,78,259,9551,RI,Rhode Island
2423,8,45013,89293,61151,15458,8882,55040,SC,South Carolina
2424,8,45015,29059,22371,3096,1583,12656,SC,South Carolina
2425,8,45019,238396,176005,39791,10563,123000,SC,South Carolina
2426,8,45029,3294,1674,1448,62,3309,SC,South Carolina
2427,8,45035,6119,4225,976,321,2425,SC,South Carolina
2428,8,45043,18842,13597,4125,589,13086,SC,South Carolina
2429,8,45049,53,32,9,3,25,SC,South Carolina
2430,8,45051,26302,22448,1210,1411,28962,SC,South Carolina
2431,8,45053,4178,2088,1398,541,2025,SC,South Carolina
2432,8,45089,77,69,1,2,38,SC,South Carolina
2433,8,48007,10135,6960,137,2413,7824,TX,Texas
2434,8,48039,6688,4572,191,1643,4510,TX,Texas
2435,8,48057,2974,2298,11,550,2889,TX,Texas
2436,8,48061,10032,3503,51,6183,10296,TX,Texas
2437,8,48071,1847,1028,152,498,857,TX,Texas
2438,8,48167,74966,40927,9998,19373,46210,TX,Texas
2439,8,48199,912,815,1,55,400,TX,Texas
2440,8,48201,23143,12490,1579,7488,10527,TX,Texas
2441,8,48239,421,314,6,76,396,TX,Texas
2442,8,48241,93,85,0,6,49,TX,Texas
2443,8,48245,6925,3944,1739,844,3089,TX,Texas
2444,8,48261,350,73,1,261,191,TX,Texas
2445,8,48273,199,127,1,61,144,TX,Texas
2446,8,48291,146,128,5,8,73,TX,Texas
2447,8,48321,2294,1553,114,502,2981,TX,Texas
2448,8,48355,20541,13968,373,4728,16213,TX,Texas
2449,8,48361,44665,30652,6862,4573,19835,TX,Texas
2450,8,48391,95,61,1,30,77,TX,Texas
2451,8,48409,3920,2254,51,1418,2205,TX,Texas
2452,8,48469,5,0,0,5,3,TX,Texas
2453,8,48489,323,235,1,79,412,TX,Texas
2454,8,51001,10028,8242,853,438,8726,VA,Virginia
2455,8,51033,25,14,2,4,6,VA,Virginia
2456,8,51036,326,244,48,5,179,VA,Virginia
2457,8,51041,428,367,19,14,199,VA,Virginia
2458,8,51057,1056,775,170,31,540,VA,Virginia
2459,8,51059,7424,4653,907,907,4301,VA,Virginia
2460,8,51073,8711,7553,358,288,4163,VA,Virginia
2461,8,51087,97,60,16,5,39,VA,Virginia
2462,8,51093,3561,2938,327,118,1599,VA,Virginia
2463,8,51095,4490,3834,188,190,1961,VA,Virginia
2464,8,51097,528,426,60,20,366,VA,Virginia
2465,8,51099,2076,1530,314,80,887,VA,Virginia
2466,8,51101,1743,1351,145,54,708,VA,Virginia
2467,8,51103,1532,1292,168,15,1383,VA,Virginia
2468,8,51115,6534,5523,511,164,4347,VA,Virginia
2469,8,51119,1012,902,34,21,1131,VA,Virginia
2470,8,51127,1761,1401,141,96,762,VA,Virginia
2471,8,51131,2546,1943,347,167,1973,VA,Virginia
2472,8,51133,3533,2886,421,95,3294,VA,Virginia
2473,8,51149,762,375,237,81,350,VA,Virginia
2474,8,51153,2681,1076,653,709,1040,VA,Virginia
2475,8,51159,385,287,62,17,358,VA,Virginia
2476,8,51175,411,146,246,5,205,VA,Virginia
2477,8,51177,793,483,150,76,271,VA,Virginia
2478,8,51179,1021,732,77,110,385,VA,Virginia
2479,8,51181,143,114,19,4,103,VA,Virginia
2480,8,51193,2859,2100,417,135,2461,VA,Virginia
2481,8,51199,12698,9907,832,637,4891,VA,Virginia
2482,8,51510,4501,2423,446,1216,2688,VA,Virginia
2483,8,51550,81117,44102,23581,6250,29940,VA,Virginia
2484,8,51570,555,182,265,41,249,VA,Virginia
2485,8,51620,3,0,0,0,1,VA,Virginia
2486,8,51650,70558,29630,31049,4122,31229,VA,Virginia
2487,8,51670,106,45,50,3,39,VA,Virginia
2488,8,51700,11088,2800,6595,898,4576,VA,Virginia
2489,8,51710,129759,61854,43644,12147,54058,VA,Virginia
2490,8,51730,7,5,0,1,1,VA,Virginia
2491,8,51735,12460,10937,120,463,4926,VA,Virginia
2492,8,51740,41606,16942,19759,2113,18884,VA,Virginia
2493,8,51760,294,240,15,5,261,VA,Virginia
2494,8,51800,7770,4293,2667,300,3209,VA,Virginia
2495,8,51810,138183,94591,16806,10474,59736,VA,Virginia
2496,8,53009,1305,962,11,54,604,WA,Washington
2497,8,53011,1344,967,11,227,548,WA,Washington
2498,8,53015,34632,25842,423,4524,14802,WA,Washington
2499,8,53027,40195,29007,816,5296,19788,WA,Washington
2500,8,53029,42491,36281,324,1914,23762,WA,Washington
2501,8,53031,2792,2445,5,90,2250,WA,Washington
2502,8,53033,14693,9237,637,1516,8373,WA,Washington
2503,8,53035,10539,7764,493,1019,4312,WA,Washington
2504,8,53045,9440,7601,48,596,8120,WA,Washington
2505,8,53049,23362,18607,101,2195,15916,WA,Washington
2506,8,53053,19161,14001,500,1986,9169,WA,Washington
2507,8,53055,2076,1824,4,108,2553,WA,Washington
2508,8,53057,11266,8573,48,1006,5913,WA,Washington
2509,8,53061,7127,4578,251,867,2985,WA,Washington
2510,8,53067,1641,1143,85,176,1021,WA,Washington
2511,8,53069,4422,3817,22,183,2169,WA,Washington
2512,8,53073,10241,5978,88,602,7155,WA,Washington
2513,9,01003,22902,20451,381,833,29157,AL,Alabama
2514,9,01097,25910,16503,6901,688,12625,AL,Alabama
2515,9,06001,215064,55202,16582,39395,78751,CA,California
2516,9,06013,28967,8301,4071,10495,11560,CA,California
2517,9,06015,1269,862,8,163,604,CA,California
2518,9,06023,13227,9430,242,1717,6366,CA,California
2519,9,06037,75845,41246,6585,17397,38730,CA,California
2520,9,06041,118462,76115,3937,23859,50532,CA,California
2521,9,06045,365,273,0,44,250,CA,California
2522,9,06053,6671,1615,118,4308,2228,CA,California
2523,9,06055,6835,3109,148,2594,2730,CA,California
2524,9,06059,140431,94760,1321,19431,65836,CA,California
2525,9,06073,54827,30991,3789,14021,25214,CA,California
2526,9,06075,41926,16465,2822,5230,21882,CA,California
2527,9,06079,1821,1380,12,272,1684,CA,California
2528,9,06081,156035,45227,5397,47570,57139,CA,California
2529,9,06083,10462,4793,158,3862,4059,CA,California
2530,9,06085,85513,20418,1865,11669,32967,CA,California
2531,9,06087,8567,3939,154,3334,4518,CA,California
2532,9,06095,33516,7761,5544,10055,11946,CA,California
2533,9,06097,8294,4586,148,2707,3661,CA,California
2534,9,06111,29847,15765,817,10276,15827,CA,California
2535,9,09001,76031,41282,10979,18431,34085,CT,Connecticut
2536,9,09003,819,323,178,243,338,CT,Connecticut
2537,9,09007,12845,11174,131,914,8767,CT,Connecticut
2538,9,09009,57677,40955,4598,8887,30201,CT,Connecticut
2539,9,09011,18171,15273,446,1078,11599,CT,Connecticut
2540,9,10001,10149,6422,1709,986,4457,DE,Delaware
2541,9,10003,19219,9188,6972,1682,7974,DE,Delaware
2542,9,10005,49181,43091,1688,2121,47882,DE,Delaware
2543,9,11001,4529,1760,2002,354,3251,DC,District of Columbia
2544,9,12005,38990,31546,1928,2461,25815,FL,Florida
2545,9,12009,124181,103128,3291,8711,69018,FL,Florida
2546,9,12011,1644581,534825,454069,531245,735172,FL,Florida
2547,9,12015,112947,96449,3744,7254,72186,FL,Florida
2548,9,12017,24906,21977,487,1092,15611,FL,Florida
2549,9,12019,34764,25338,3281,3304,13940,FL,Florida
2550,9,12021,193466,138525,10066,37834,145593,FL,Florida
2551,9,12027,457,426,1,26,424,FL,Florida
2552,9,12029,1729,1614,14,37,2314,FL,Florida
2553,9,12031,204336,124424,48084,16553,92225,FL,Florida
2554,9,12033,24405,18610,1841,2048,13363,FL,Florida
2555,9,12035,26694,22957,721,1610,17125,FL,Florida
2556,9,12037,11407,8875,1392,661,7685,FL,Florida
2557,9,12041,106,95,0,7,61,FL,Florida
2558,9,12045,6454,5226,599,275,5158,FL,Florida
2559,9,12053,6748,5720,113,570,4191,FL,Florida
2560,9,12057,214124,112018,19548,63986,98384,FL,Florida
2561,9,12061,34300,29835,1269,1978,24972,FL,Florida
2562,9,12065,9,7,0,2,4,FL,Florida
2563,9,12069,191,175,0,16,96,FL,Florida
2564,9,12071,335035,254240,10355,54200,213584,FL,Florida
2565,9,12075,3080,2834,35,106,2380,FL,Florida
2566,9,12077,10,10,0,0,8,FL,Florida
2567,9,12081,91959,70493,5403,11077,58748,FL,Florida
2568,9,12083,7,2,0,0,2,FL,Florida
2569,9,12085,65822,54513,1787,6437,37921,FL,Florida
2570,9,12086,2506734,338782,349896,1740394,993259,FL,Florida
2571,9,12087,81216,53636,4754,19027,53164,FL,Florida
2572,9,12089,40235,33549,2337,2050,18280,FL,Florida
2573,9,12091,30350,23790,1412,2239,17366,FL,Florida
2574,9,12099,235393,170021,17260,33662,143434,FL,Florida
2575,9,12101,79838,62354,3182,9480,45340,FL,Florida
2576,9,12103,324669,250470,23407,26887,197143,FL,Florida
2577,9,12107,8027,6761,427,508,4777,FL,Florida
2578,9,12109,86455,72494,2887,5672,45512,FL,Florida
2579,9,12111,29802,23650,1883,2841,21750,FL,Florida
2580,9,12113,22828,18900,703,1240,11231,FL,Florida
2581,9,12115,99106,89142,1345,4280,73506,FL,Florida
2582,9,12117,21,9,0,7,5,FL,Florida
2583,9,12123,2562,2018,285,131,2714,FL,Florida
2584,9,12127,158602,120152,19097,10457,91535,FL,Florida
2585,9,12129,5541,4873,294,116,3335,FL,Florida
2586,9,12131,27293,22706,412,2424,22737,FL,Florida
2587,9,12133,72,66,0,0,64,FL,Florida
2588,9,13025,118,101,2,1,43,GA,Georgia
2589,9,13029,28442,19229,4074,2586,10532,GA,Georgia
2590,9,13039,26299,20041,3101,1389,11122,GA,Georgia
2591,9,13049,274,249,13,1,133,GA,Georgia
2592,9,13051,133043,72666,39932,10478,59500,GA,Georgia
2593,9,13127,51604,35684,10161,3479,27676,GA,Georgia
2594,9,13179,9722,5528,3182,461,4433,GA,Georgia
2595,9,13191,5133,3669,1174,103,3473,GA,Georgia
2596,9,13305,16,15,0,1,5,GA,Georgia
2597,9,15001,2539,1062,31,218,2421,HI,Hawaii
2598,9,15003,235154,59376,4062,21308,105480,HI,Hawaii
2599,9,15005,82,27,2,18,97,HI,Hawaii
2600,9,15007,18788,4925,76,1902,8482,HI,Hawaii
2601,9,15009,22153,6326,174,2268,12935,HI,Hawaii
2602,9,22001,3299,3062,110,45,1399,LA,Louisiana
2603,9,22005,44711,29625,9299,4050,18521,LA,Louisiana
2604,9,22007,12617,9845,1811,613,6150,LA,Louisiana
2605,9,22011,1,0,0,0,2,LA,Louisiana
2606,9,22019,59407,38014,15256,2936,25829,LA,Louisiana
2607,9,22023,5617,5174,72,197,4051,LA,Louisiana
2608,9,22033,3124,2379,331,144,1356,LA,Louisiana
2609,9,22045,23411,14230,6487,1588,10269,LA,Louisiana
2610,9,22047,6810,5607,721,258,3597,LA,Louisiana
2611,9,22051,6151,4941,112,499,4038,LA,Louisiana
2612,9,22053,5692,4916,450,103,2504,LA,Louisiana
2613,9,22055,1952,1384,307,102,765,LA,Louisiana
2614,9,22057,68426,50216,10774,3360,28037,LA,Louisiana
2615,9,22063,13714,12231,443,423,6739,LA,Louisiana
2616,9,22071,1160,899,71,81,764,LA,Louisiana
2617,9,22075,2470,700,1440,143,1113,LA,Louisiana
2618,9,22077,57,47,0,9,18,LA,Louisiana
2619,9,22087,494,339,13,121,502,LA,Louisiana
2620,9,22089,27676,18065,6566,1763,10534,LA,Louisiana
2621,9,22093,12367,6726,5178,212,5082,LA,Louisiana
2622,9,22095,33980,10104,19715,2900,13737,LA,Louisiana
2623,9,22097,90,76,11,1,43,LA,Louisiana
2624,9,22099,8848,6841,1350,343,4464,LA,Louisiana
2625,9,22101,18951,7922,8059,1759,8801,LA,Louisiana
2626,9,22103,71491,45537,15648,5314,31176,LA,Louisiana
2627,9,22105,4460,3644,338,220,1845,LA,Louisiana
2628,9,22109,109409,68689,21212,7347,47209,LA,Louisiana
2629,9,22113,30807,23872,3942,1352,14519,LA,Louisiana
2630,9,22121,1778,1321,330,68,692,LA,Louisiana
2631,9,23005,17948,15684,827,393,12498,ME,Maine
2632,9,23009,18197,16910,84,342,15143,ME,Maine
2633,9,23011,520,478,3,12,290,ME,Maine
2634,9,23013,5517,5129,15,69,5016,ME,Maine
2635,9,23015,3709,3419,27,60,4019,ME,Maine
2636,9,23019,334,278,3,16,208,ME,Maine
2637,9,23023,4786,4432,45,71,3478,ME,Maine
2638,9,23027,660,597,2,17,861,ME,Maine
2639,9,23029,7373,6758,41,185,5464,ME,Maine
2640,9,23031,11766,10713,128,343,13590,ME,Maine
2641,9,24003,43507,36284,2144,2263,19793,MD,Maryland
2642,9,24005,38103,26885,6437,2215,16794,MD,Maryland
2643,9,24009,6163,4687,728,232,3157,MD,Maryland
2644,9,24011,2014,1462,344,91,845,MD,Maryland
2645,9,24015,3700,3020,263,187,2208,MD,Maryland
2646,9,24017,3604,2652,596,123,1831,MD,Maryland
2647,9,24019,8415,6841,865,278,5088,MD,Maryland
2648,9,24025,2182,1447,447,138,1111,MD,Maryland
2649,9,24027,31,12,0,7,5,MD,Maryland
2650,9,24029,4602,3790,527,104,3038,MD,Maryland
2651,9,24033,2299,346,1450,350,827,MD,Maryland
2652,9,24035,26403,22650,991,1150,11615,MD,Maryland
2653,9,24037,10467,8665,572,384,5166,MD,Maryland
2654,9,24039,11662,8357,2182,524,6724,MD,Maryland
2655,9,24041,12011,10210,901,427,7912,MD,Maryland
2656,9,24045,5597,3712,1213,248,2708,MD,Maryland
2657,9,24047,28422,24136,1749,1074,44368,MD,Maryland
2658,9,24510,9924,6824,957,634,7407,MD,Maryland
2659,9,25001,56047,49568,1438,1569,60806,MA,Massachusetts
2660,9,25005,33922,24070,1236,5646,16271,MA,Massachusetts
2661,9,25007,20600,16230,813,534,17404,MA,Massachusetts
2662,9,25009,80363,60368,3168,11370,38987,MA,Massachusetts
2663,9,25017,198907,92749,25068,27185,85415,MA,Massachusetts
2664,9,25019,14255,9889,1027,2312,11989,MA,Massachusetts
2665,9,25021,51851,32849,2129,2304,23607,MA,Massachusetts
2666,9,25023,52671,47512,524,1226,28199,MA,Massachusetts
2667,9,25025,332653,176199,23307,79590,156605,MA,Massachusetts
2668,9,28045,10559,8516,955,419,5885,MS,Mississippi
2669,9,28047,23571,13855,5586,1676,11499,MS,Mississippi
2670,9,28059,47100,28608,11240,4229,21157,MS,Mississippi
2671,9,33015,14832,13628,77,441,10906,NH,New Hampshire
2672,9,33017,1402,1243,17,41,728,NH,New Hampshire
2673,9,34001,86280,41650,16630,17041,57348,NJ,New Jersey
2674,9,34003,67253,23876,7053,22742,28543,NJ,New Jersey
2675,9,34005,32231,19306,6936,3220,14179,NJ,New Jersey
2676,9,34007,38319,9916,13056,14210,15604,NJ,New Jersey
2677,9,34009,57028,48483,1603,4634,78307,NJ,New Jersey
2678,9,34011,12257,7340,2709,1682,4633,NJ,New Jersey
2679,9,34013,38270,8785,7634,16191,11589,NJ,New Jersey
2680,9,34015,20769,15198,2612,1668,8886,NJ,New Jersey
2681,9,34017,209092,93801,15019,34836,103034,NJ,New Jersey
2682,9,34021,261,203,5,35,116,NJ,New Jersey
2683,9,34023,35519,14147,6145,9087,14119,NJ,New Jersey
2684,9,34025,76843,56518,4578,10425,38949,NJ,New Jersey
2685,9,34029,111128,96106,1462,8744,88495,NJ,New Jersey
2686,9,34031,662,101,39,442,245,NJ,New Jersey
2687,9,34033,31951,19796,6706,3889,14291,NJ,New Jersey
2688,9,34039,17414,2788,4188,9592,6745,NJ,New Jersey
2689,9,36001,147,110,5,15,77,NY,New York
2690,9,36005,70939,12631,31960,24144,30153,NY,New York
2691,9,36021,229,138,27,34,103,NY,New York
2692,9,36027,1736,1006,272,314,905,NY,New York
2693,9,36039,618,480,18,63,392,NY,New York
2694,9,36047,367267,160649,98781,49805,150242,NY,New York
2695,9,36059,223785,155050,17672,34112,84474,NY,New York
2696,9,36061,229177,78185,44398,67367,118490,NY,New York
2697,9,36071,300,154,37,82,124,NY,New York
2698,9,36079,586,490,8,43,279,NY,New York
2699,9,36081,207182,68746,68457,39628,84761,NY,New York
2700,9,36083,121,57,8,29,44,NY,New York
2701,9,36085,45955,26163,3533,8195,16556,NY,New York
2702,9,36087,2796,1637,174,824,1322,NY,New York
2703,9,36103,149905,114090,5001,23322,82571,NY,New York
2704,9,36111,2095,1584,159,226,990,NY,New York
2705,9,36119,17476,10198,1827,3898,7743,NY,New York
2706,9,37013,19732,12250,5646,1223,11802,NC,North Carolina
2707,9,37015,1066,452,553,25,588,NC,North Carolina
2708,9,37017,79,51,11,13,30,NC,North Carolina
2709,9,37019,20855,17571,1420,892,22194,NC,North Carolina
2710,9,37029,10355,8200,1055,340,4119,NC,North Carolina
2711,9,37031,39901,34616,2045,1383,34770,NC,North Carolina
2712,9,37041,4637,3318,979,134,2393,NC,North Carolina
2713,9,37047,11,5,0,2,3,NC,North Carolina
2714,9,37049,28472,19205,5826,1462,14607,NC,North Carolina
2715,9,37053,26340,22080,1319,1127,14950,NC,North Carolina
2716,9,37055,36915,31921,703,2554,34080,NC,North Carolina
2717,9,37073,740,490,182,20,325,NC,North Carolina
2718,9,37091,225,174,45,0,146,NC,North Carolina
2719,9,37095,4589,2928,1169,347,3135,NC,North Carolina
2720,9,37103,858,573,239,18,382,NC,North Carolina
2721,9,37117,713,506,162,30,361,NC,North Carolina
2722,9,37129,34986,30110,1551,1634,20115,NC,North Carolina
2723,9,37133,27140,19064,2715,3026,14722,NC,North Carolina
2724,9,37137,7477,5277,1599,267,4739,NC,North Carolina
2725,9,37139,35936,19215,12668,2010,15824,NC,North Carolina
2726,9,37141,11152,9253,605,760,8144,NC,North Carolina
2727,9,37143,10339,7763,1847,218,5562,NC,North Carolina
2728,9,37147,1654,777,576,249,709,NC,North Carolina
2729,9,37177,3245,1879,938,272,1980,NC,North Carolina
2730,9,37187,4571,2453,1767,222,2686,NC,North Carolina
2731,9,41007,24486,20009,147,2272,14847,OR,Oregon
2732,9,41009,3692,3102,15,219,1605,OR,Oregon
2733,9,41011,25287,20816,106,1604,12423,OR,Oregon
2734,9,41015,368,296,4,26,225,OR,Oregon
2735,9,41019,5827,4974,11,354,3176,OR,Oregon
2736,9,41039,1482,1204,5,90,790,OR,Oregon
2737,9,41041,9249,7786,18,496,6772,OR,Oregon
2738,9,41051,4459,3034,317,516,1961,OR,Oregon
2739,9,41057,9107,7632,27,737,9129,OR,Oregon
2740,9,42017,4609,3655,215,388,2184,PA,Pennsylvania
2741,9,42045,7155,5014,1162,408,3164,PA,Pennsylvania
2742,9,42101,35048,17686,7514,3725,15975,PA,Pennsylvania
2743,9,44001,14567,12678,222,524,6483,RI,Rhode Island
2744,9,44003,5914,5011,107,382,2850,RI,Rhode Island
2745,9,44005,12519,10913,295,618,7714,RI,Rhode Island
2746,9,44007,5651,3460,495,759,2827,RI,Rhode Island
2747,9,44009,10842,9929,83,297,10612,RI,Rhode Island
2748,9,45013,100672,69982,16358,10097,60699,SC,South Carolina
2749,9,45015,32204,24264,3607,2112,13985,SC,South Carolina
2750,9,45019,259487,190856,43588,11655,132811,SC,South Carolina
2751,9,45029,3792,1841,1763,65,3590,SC,South Carolina
2752,9,45035,8878,5909,1672,458,3557,SC,South Carolina
2753,9,45043,20596,14790,4515,663,13992,SC,South Carolina
2754,9,45049,53,32,9,3,25,SC,South Carolina
2755,9,45051,32385,27092,1861,1879,34326,SC,South Carolina
2756,9,45053,5129,2413,1828,718,2440,SC,South Carolina
2757,9,45089,111,96,6,4,64,SC,South Carolina
2758,9,48007,10954,7476,150,2662,8304,TX,Texas
2759,9,48039,8972,5798,310,2465,5469,TX,Texas
2760,9,48057,3563,2611,14,789,3193,TX,Texas
2761,9,48061,11137,3813,55,6953,10827,TX,Texas
2762,9,48071,2184,1281,160,548,997,TX,Texas
2763,9,48167,86521,46751,11424,22955,52095,TX,Texas
2764,9,48199,1277,1131,7,76,549,TX,Texas
2765,9,48201,31555,17484,2476,9314,14199,TX,Texas
2766,9,48239,508,390,6,81,442,TX,Texas
2767,9,48241,145,134,0,8,73,TX,Texas
2768,9,48245,7396,4300,1762,923,3302,TX,Texas
2769,9,48261,350,73,1,261,191,TX,Texas
2770,9,48273,284,184,1,89,228,TX,Texas
2771,9,48291,170,132,5,19,76,TX,Texas
2772,9,48321,2870,1786,124,779,3307,TX,Texas
2773,9,48351,233,210,7,7,109,TX,Texas
2774,9,48355,21934,14751,443,5187,16991,TX,Texas
2775,9,48361,53149,36898,7885,5290,23606,TX,Texas
2776,9,48391,97,63,1,30,78,TX,Texas
2777,9,48409,5204,2912,85,1952,2845,TX,Texas
2778,9,48469,5,0,0,5,3,TX,Texas
2779,9,48489,323,235,1,79,412,TX,Texas
2780,9,51001,10837,8850,976,482,9289,VA,Virginia
2781,9,51033,25,14,2,4,6,VA,Virginia
2782,9,51036,326,244,48,5,179,VA,Virginia
2783,9,51041,428,367,19,14,199,VA,Virginia
2784,9,51057,1270,955,196,32,730,VA,Virginia
2785,9,51059,7855,4992,903,968,4490,VA,Virginia
2786,9,51073,9078,7856,393,297,4346,VA,Virginia
2787,9,51087,97,60,16,5,39,VA,Virginia
2788,9,51093,5260,4200,640,148,2302,VA,Virginia
2789,9,51095,4490,3834,188,190,1961,VA,Virginia
2790,9,51097,576,469,62,23,392,VA,Virginia
2791,9,51099,2076,1530,314,80,887,VA,Virginia
2792,9,51101,2140,1681,154,63,877,VA,Virginia
2793,9,51103,1723,1476,171,15,1513,VA,Virginia
2794,9,51115,6557,5538,511,166,4358,VA,Virginia
2795,9,51119,1055,936,41,21,1166,VA,Virginia
2796,9,51127,1777,1405,141,101,764,VA,Virginia
2797,9,51131,2939,2252,409,177,2319,VA,Virginia
2798,9,51133,3951,3258,459,99,3728,VA,Virginia
2799,9,51149,763,376,237,81,352,VA,Virginia
2800,9,51153,2687,1086,651,706,1037,VA,Virginia
2801,9,51159,466,357,62,21,414,VA,Virginia
2802,9,51175,411,146,246,5,205,VA,Virginia
2803,9,51177,793,483,150,76,271,VA,Virginia
2804,9,51179,1002,705,79,112,379,VA,Virginia
2805,9,51181,143,114,19,4,103,VA,Virginia
2806,9,51193,5150,3777,816,220,3972,VA,Virginia
2807,9,51199,16148,12588,1095,782,6213,VA,Virginia
2808,9,51510,4924,2702,506,1255,3014,VA,Virginia
2809,9,51550,97221,52754,28269,7427,35659,VA,Virginia
2810,9,51570,555,182,265,41,249,VA,Virginia
2811,9,51620,3,0,0,0,1,VA,Virginia
2812,9,51650,82850,33321,37670,4962,36903,VA,Virginia
2813,9,51670,165,77,69,5,61,VA,Virginia
2814,9,51700,13654,3412,8296,1001,5782,VA,Virginia
2815,9,51710,159882,73383,56762,14811,67294,VA,Virginia
2816,9,51730,7,5,0,1,1,VA,Virginia
2817,9,51735,12460,10937,120,463,4926,VA,Virginia
2818,9,51740,54454,21310,26854,2757,24706,VA,Virginia
2819,9,51760,294,240,15,5,261,VA,Virginia
2820,9,51800,10185,5696,3335,425,4094,VA,Virginia
2821,9,51810,181797,120299,24672,14511,79092,VA,Virginia
2822,9,53009,1348,991,11,55,616,WA,Washington
2823,9,53011,1637,1181,18,250,638,WA,Washington
2824,9,53015,37564,28039,447,4894,16052,WA,Washington
2825,9,53027,43017,31309,838,5420,22253,WA,Washington
2826,9,53029,42734,36424,343,1952,23914,WA,Washington
2827,9,53031,3098,2704,5,101,2456,WA,Washington
2828,9,53033,17523,11139,782,1724,10013,WA,Washington
2829,9,53035,11660,8657,519,1092,4874,WA,Washington
2830,9,53045,10217,8201,56,658,8552,WA,Washington
2831,9,53049,23362,18607,101,2195,15916,WA,Washington
2832,9,53053,20617,14869,591,2140,9854,WA,Washington
2833,9,53055,2098,1846,4,108,2572,WA,Washington
2834,9,53057,11643,8811,52,1098,6059,WA,Washington
2835,9,53061,7839,5179,268,905,3363,WA,Washington
2836,9,53067,2151,1535,90,223,1272,WA,Washington
2837,9,53069,4422,3817,22,183,2169,WA,Washington
2838,9,53073,10294,6019,90,606,7197,WA,Washington
2839,10,01003,25719,22832,510,982,30460,AL,Alabama
2840,10,01097,29100,17460,8926,791,14216,AL,Alabama
2841,10,06001,228296,57861,18055,43209,83599,CA,California
2842,10,06013,32483,8744,4664,12248,12742,CA,California
2843,10,06015,1468,966,12,227,677,CA,California
2844,10,06023,16234,11721,258,1988,8104,CA,California
2845,10,06037,94522,49233,8297,23425,47560,CA,California
2846,10,06041,123249,78318,4097,25353,52743,CA,California
2847,10,06045,481,351,1,64,329,CA,California
2848,10,06053,7133,1631,98,4791,2357,CA,California
2849,10,06055,8156,3565,152,3410,3286,CA,California
2850,10,06059,148460,99470,1423,20652,69276,CA,California
2851,10,06073,62884,34936,4615,16235,28185,CA,California
2852,10,06075,47566,19105,3434,5964,24469,CA,California
2853,10,06079,2951,2133,37,539,2517,CA,California
2854,10,06081,163095,47022,5686,51102,59796,CA,California
2855,10,06083,12278,5631,173,4756,4874,CA,California
2856,10,06085,88875,21178,1908,12033,34149,CA,California
2857,10,06087,11005,5259,219,4033,5592,CA,California
2858,10,06095,36939,8442,6221,11264,13137,CA,California
2859,10,06097,8976,4961,160,2907,3911,CA,California
2860,10,06111,33056,16649,909,12277,16898,CA,California
2861,10,09001,82725,44289,12190,20383,36894,CT,Connecticut
2862,10,09003,1213,580,215,301,580,CT,Connecticut
2863,10,09007,14538,12697,139,1001,9713,CT,Connecticut
2864,10,09009,61317,43071,5028,9701,32089,CT,Connecticut
2865,10,09011,20546,17090,589,1302,12887,CT,Connecticut
2866,10,10001,12147,7707,2112,1148,5276,DE,Delaware
2867,10,10003,21474,10321,7514,2146,8800,DE,Delaware
2868,10,10005,54018,46972,2044,2457,51359,DE,Delaware
2869,10,11001,7615,3413,2808,597,5482,DC,District of Columbia
2870,10,12005,44933,36111,2337,2876,31471,FL,Florida
