,rise,geoid_tract,U7B001,U7C005,U7B004,U7C002,U7G001,state_code,state_name,U7B001_total,U7B001_percentage
42996,9,01003011403,2863,2462,58,151,1747,AL,Alabama,13689,20.9
50465,10,01003011403,3189,2713,59,193,1916,AL,Alabama,13689,23.3
38,1,01003011405,138,126,0,3,100,AL,Alabama,5485,2.5
3210,2,01003011405,192,176,0,3,137,AL,Alabama,5485,3.5
7102,3,01003011405,591,545,1,10,452,AL,Alabama,5485,10.8
11692,4,01003011405,1040,969,1,12,1313,AL,Alabama,5485,19.0
16888,5,01003011405,2248,2072,8,43,2532,AL,Alabama,5485,41.0
22711,6,01003011405,2878,2671,8,56,3116,AL,Alabama,5485,52.5
29059,7,01003011405,3208,2974,8,69,4205,AL,Alabama,5485,58.5
35848,8,01003011405,3562,3309,8,74,4504,AL,Alabama,5485,64.9
42997,9,01003011405,3900,3626,8,77,5599,AL,Alabama,5485,71.1
50466,10,01003011405,3980,3688,12,81,5636,AL,Alabama,5485,72.6
39,1,01003011407,258,240,1,4,296,AL,Alabama,6116,4.2
3211,2,01003011407,1952,1769,32,36,1320,AL,Alabama,6116,31.9
7104,3,01003011407,2182,1980,33,42,2027,AL,Alabama,6116,35.7
11694,4,01003011407,2738,2478,36,55,5574,AL,Alabama,6116,44.8
16890,5,01003011407,3310,3029,37,65,5984,AL,Alabama,6116,54.1
22713,6,01003011407,4083,3721,41,98,6405,AL,Alabama,6116,66.8
29061,7,01003011407,4369,3977,42,104,6543,AL,Alabama,6116,71.4
35850,8,01003011407,4890,4417,53,142,6917,AL,Alabama,6116,80.0
42999,9,01003011407,5549,5004,64,164,7279,AL,Alabama,6116,90.7
50468,10,01003011407,5572,5020,64,165,7287,AL,Alabama,6116,91.1
40,1,01003011408,54,50,0,0,164,AL,Alabama,752,7.2
3212,2,01003011408,54,50,0,0,164,AL,Alabama,752,7.2
7105,3,01003011408,54,50,0,0,164,AL,Alabama,752,7.2
11695,4,01003011408,129,113,0,2,330,AL,Alabama,752,17.2
16891,5,01003011408,603,563,2,7,2926,AL,Alabama,752,80.2
22714,6,01003011408,752,712,2,7,3101,AL,Alabama,752,100.0
29062,7,01003011408,752,712,2,7,3101,AL,Alabama,752,100.0
35851,8,01003011408,752,712,2,7,3101,AL,Alabama,752,100.0
43000,9,01003011408,752,712,2,7,3101,AL,Alabama,752,100.0
50469,10,01003011408,752,712,2,7,3101,AL,Alabama,752,100.0
41,1,01003011601,63,48,0,7,29,AL,Alabama,7517,0.8
3213,2,01003011601,90,56,0,15,42,AL,Alabama,7517,1.2
7107,3,01003011601,130,83,5,18,65,AL,Alabama,7517,1.7
11697,4,01003011601,393,325,5,25,200,AL,Alabama,7517,5.2
16893,5,01003011601,448,368,7,29,223,AL,Alabama,7517,6.0
22716,6,01003011601,548,461,8,34,283,AL,Alabama,7517,7.3
29064,7,01003011601,805,692,9,53,441,AL,Alabama,7517,10.7
35853,8,01003011601,1328,1161,15,78,764,AL,Alabama,7517,17.7
43002,9,01003011601,1448,1270,16,86,843,AL,Alabama,7517,19.3
50471,10,01003011601,1472,1292,16,86,853,AL,Alabama,7517,19.6
42,1,01003011602,6,5,0,0,16,AL,Alabama,6151,0.1
3214,2,01003011602,48,43,0,2,40,AL,Alabama,6151,0.8
7108,3,01003011602,185,177,0,2,158,AL,Alabama,6151,3.0
11698,4,01003011602,419,404,0,3,328,AL,Alabama,6151,6.8
16894,5,01003011602,958,896,0,10,596,AL,Alabama,6151,15.6
22717,6,01003011602,1027,958,0,12,640,AL,Alabama,6151,16.7
29065,7,01003011602,1035,966,0,12,646,AL,Alabama,6151,16.8
35854,8,01003011602,1060,986,0,14,666,AL,Alabama,6151,17.2
43003,9,01003011602,1371,1263,2,31,844,AL,Alabama,6151,22.3
50472,10,01003011602,1468,1352,2,34,890,AL,Alabama,6151,23.9
43,1,01097000500,111,0,110,0,57,AL,Alabama,1487,7.5
3216,2,01097000500,111,0,110,0,57,AL,Alabama,1487,7.5
7110,3,01097000500,111,0,110,0,57,AL,Alabama,1487,7.5
11701,4,01097000500,111,0,110,0,57,AL,Alabama,1487,7.5
16898,5,01097000500,149,1,145,2,81,AL,Alabama,1487,10.0
22721,6,01097000500,184,1,179,2,94,AL,Alabama,1487,12.4
29069,7,01097000500,234,1,224,2,129,AL,Alabama,1487,15.7
35858,8,01097000500,302,1,291,2,166,AL,Alabama,1487,20.3
43007,9,01097000500,264,1,253,2,148,AL,Alabama,1487,17.8
50476,10,01097000500,298,1,283,2,176,AL,Alabama,1487,20.0
44,1,01097001800,102,85,6,2,62,AL,Alabama,2340,4.4
3218,2,01097001800,127,100,13,5,72,AL,Alabama,2340,5.4
7112,3,01097001800,938,376,496,10,398,AL,Alabama,2340,40.1
11703,4,01097001800,938,376,496,10,398,AL,Alabama,2340,40.1
16900,5,01097001800,1231,428,730,13,527,AL,Alabama,2340,52.6
22723,6,01097001800,1231,428,730,13,527,AL,Alabama,2340,52.6
29071,7,01097001800,1650,619,889,65,755,AL,Alabama,2340,70.5
35860,8,01097001800,1686,621,916,67,770,AL,Alabama,2340,72.1
43012,9,01097001800,1831,627,1039,79,828,AL,Alabama,2340,78.2
50481,10,01097001800,2070,717,1134,123,965,AL,Alabama,2340,88.5
45,1,01097001901,514,296,191,9,236,AL,Alabama,2012,25.5
3219,2,01097001901,514,296,191,9,236,AL,Alabama,2012,25.5
7113,3,01097001901,514,296,191,9,236,AL,Alabama,2012,25.5
11704,4,01097001901,619,394,193,9,280,AL,Alabama,2012,30.8
16901,5,01097001901,619,394,193,9,280,AL,Alabama,2012,30.8
22724,6,01097001901,990,524,400,21,425,AL,Alabama,2012,49.2
29072,7,01097001901,1419,700,633,24,635,AL,Alabama,2012,70.5
35861,8,01097001901,1679,761,821,29,759,AL,Alabama,2012,83.4
43013,9,01097001901,1925,832,976,35,861,AL,Alabama,2012,95.7
50482,10,01097001901,1665,771,788,30,737,AL,Alabama,2012,82.8
46,1,01097001902,39,36,1,2,24,AL,Alabama,3190,1.2
3220,2,01097001902,88,56,22,4,44,AL,Alabama,3190,2.8
7114,3,01097001902,120,75,27,12,57,AL,Alabama,3190,3.8
11705,4,01097001902,251,199,27,15,125,AL,Alabama,3190,7.9
16902,5,01097001902,313,223,61,19,146,AL,Alabama,3190,9.8
22725,6,01097001902,313,223,61,19,146,AL,Alabama,3190,9.8
29073,7,01097001902,313,223,61,19,146,AL,Alabama,3190,9.8
35862,8,01097001902,861,432,381,23,385,AL,Alabama,3190,27.0
43014,9,01097001902,1401,508,825,26,651,AL,Alabama,3190,43.9
50483,10,01097001902,1717,638,1008,29,784,AL,Alabama,3190,53.8
47,1,01097002000,10,2,0,1,1,AL,Alabama,1801,0.6
3221,2,01097002000,10,2,0,1,1,AL,Alabama,1801,0.6
7115,3,01097002000,90,67,10,2,53,AL,Alabama,1801,5.0
11706,4,01097002000,668,434,174,16,300,AL,Alabama,1801,37.1
16903,5,01097002000,866,492,294,27,374,AL,Alabama,1801,48.1
22726,6,01097002000,926,504,339,28,395,AL,Alabama,1801,51.4
29074,7,01097002000,989,553,339,28,419,AL,Alabama,1801,54.9
35863,8,01097002000,1287,805,374,31,558,AL,Alabama,1801,71.5
43015,9,01097002000,1298,813,374,32,565,AL,Alabama,1801,72.1
50484,10,01097002000,1315,828,374,33,572,AL,Alabama,1801,73.0
48,1,01097003800,46,13,21,6,26,AL,Alabama,1477,3.1
3222,2,01097003800,419,371,28,6,180,AL,Alabama,1477,28.4
7117,3,01097003800,419,371,28,6,180,AL,Alabama,1477,28.4
11708,4,01097003800,419,371,28,6,180,AL,Alabama,1477,28.4
16905,5,01097003800,477,423,29,8,206,AL,Alabama,1477,32.3
22730,6,01097003800,505,442,36,9,215,AL,Alabama,1477,34.2
29078,7,01097003800,505,442,36,9,215,AL,Alabama,1477,34.2
35869,8,01097003800,505,442,36,9,215,AL,Alabama,1477,34.2
43020,9,01097003800,544,460,46,13,219,AL,Alabama,1477,36.8
50490,10,01097003800,544,460,46,13,219,AL,Alabama,1477,36.8
49,1,01097005300,220,188,21,6,98,AL,Alabama,2268,9.7
3223,2,01097005300,220,188,21,6,98,AL,Alabama,2268,9.7
7118,3,01097005300,683,473,182,12,303,AL,Alabama,2268,30.1
11709,4,01097005300,683,473,182,12,303,AL,Alabama,2268,30.1
16906,5,01097005300,820,545,220,18,354,AL,Alabama,2268,36.2
22731,6,01097005300,913,614,239,19,419,AL,Alabama,2268,40.3
29079,7,01097005300,913,614,239,19,419,AL,Alabama,2268,40.3
35870,8,01097005300,913,614,239,19,419,AL,Alabama,2268,40.3
43021,9,01097005300,995,664,254,25,449,AL,Alabama,2268,43.9
50492,10,01097005300,995,664,254,25,449,AL,Alabama,2268,43.9
50,1,01097005500,214,185,15,1,94,AL,Alabama,3005,7.1
3224,2,01097005500,214,185,15,1,94,AL,Alabama,3005,7.1
7120,3,01097005500,214,185,15,1,94,AL,Alabama,3005,7.1
11711,4,01097005500,214,185,15,1,94,AL,Alabama,3005,7.1
16908,5,01097005500,293,251,22,8,129,AL,Alabama,3005,9.8
22733,6,01097005500,539,400,90,14,223,AL,Alabama,3005,17.9
29081,7,01097005500,666,479,106,18,264,AL,Alabama,3005,22.2
35872,8,01097005500,718,515,114,24,285,AL,Alabama,3005,23.9
43023,9,01097005500,795,573,125,25,311,AL,Alabama,3005,26.5
50494,10,01097005500,913,646,148,33,352,AL,Alabama,3005,30.4
51,1,01097005600,5,4,0,0,2,AL,Alabama,7661,0.1
3225,2,01097005600,8,5,0,0,3,AL,Alabama,7661,0.1
7121,3,01097005600,8,5,0,0,3,AL,Alabama,7661,0.1
11712,4,01097005600,8,5,0,0,3,AL,Alabama,7661,0.1
16909,5,01097005600,100,91,3,0,61,AL,Alabama,7661,1.3
22734,6,01097005600,163,149,6,0,87,AL,Alabama,7661,2.1
29082,7,01097005600,186,149,29,0,96,AL,Alabama,7661,2.4
35873,8,01097005600,186,149,29,0,96,AL,Alabama,7661,2.4
43024,9,01097005600,295,254,32,0,168,AL,Alabama,7661,3.9
50495,10,01097005600,329,286,33,1,189,AL,Alabama,7661,4.3
52,1,01097007000,331,303,1,13,169,AL,Alabama,4621,7.2
3227,2,01097007000,489,426,9,16,239,AL,Alabama,4621,10.6
7123,3,01097007000,1038,934,24,23,484,AL,Alabama,4621,22.5
11715,4,01097007000,1253,1097,35,42,628,AL,Alabama,4621,27.1
16912,5,01097007000,1386,1208,38,48,686,AL,Alabama,4621,30.0
22737,6,01097007000,1828,1593,53,56,893,AL,Alabama,4621,39.6
29085,7,01097007000,2549,2202,106,91,1220,AL,Alabama,4621,55.2
35877,8,01097007000,3271,2791,153,121,1585,AL,Alabama,4621,70.8
43028,9,01097007000,4073,3512,159,135,1909,AL,Alabama,4621,88.1
50499,10,01097007000,4312,3715,168,147,2000,AL,Alabama,4621,93.3
53,1,01097007103,56,55,0,0,36,AL,Alabama,3377,1.7
3228,2,01097007103,327,281,18,15,157,AL,Alabama,3377,9.7
7124,3,01097007103,680,588,30,23,314,AL,Alabama,3377,20.1
11716,4,01097007103,680,588,30,23,314,AL,Alabama,3377,20.1
16913,5,01097007103,782,689,30,24,363,AL,Alabama,3377,23.2
22738,6,01097007103,831,718,34,27,385,AL,Alabama,3377,24.6
29086,7,01097007103,864,748,34,28,400,AL,Alabama,3377,25.6
35878,8,01097007103,1119,997,34,30,550,AL,Alabama,3377,33.1
43029,9,01097007103,1193,1057,38,35,590,AL,Alabama,3377,35.3
50500,10,01097007103,1355,1203,38,42,666,AL,Alabama,3377,40.1
54,1,01097007202,2012,1836,8,48,2180,AL,Alabama,3309,60.8
3230,2,01097007202,2249,2050,11,52,2303,AL,Alabama,3309,68.0
7126,3,01097007202,2942,2638,48,66,2705,AL,Alabama,3309,88.9
11718,4,01097007202,3175,2835,54,72,2811,AL,Alabama,3309,96.0
16915,5,01097007202,3175,2835,54,72,2811,AL,Alabama,3309,96.0
22740,6,01097007202,3175,2835,54,72,2811,AL,Alabama,3309,96.0
29088,7,01097007202,3257,2911,54,72,2862,AL,Alabama,3309,98.4
35880,8,01097007202,3298,2945,60,73,2879,AL,Alabama,3309,99.7
43031,9,01097007202,3298,2945,60,73,2879,AL,Alabama,3309,99.7
50502,10,01097007202,3298,2945,60,73,2879,AL,Alabama,3309,99.7
55,1,01097007300,88,66,0,2,37,AL,Alabama,4030,2.2
3231,2,01097007300,325,258,13,8,124,AL,Alabama,4030,8.1
7127,3,01097007300,778,466,154,18,339,AL,Alabama,4030,19.3
11719,4,01097007300,1167,752,169,41,493,AL,Alabama,4030,29.0
16916,5,01097007300,1348,903,177,43,575,AL,Alabama,4030,33.4
22741,6,01097007300,1549,1063,174,51,656,AL,Alabama,4030,38.4
29089,7,01097007300,2500,1528,309,107,1052,AL,Alabama,4030,62.0
35881,8,01097007300,3112,2077,323,111,1322,AL,Alabama,4030,77.2
43032,9,01097007300,3141,2103,326,111,1332,AL,Alabama,4030,77.9
50503,10,01097007300,3141,2103,326,111,1332,AL,Alabama,4030,77.9
56,1,06001402200,289,63,49,135,22,CA,California,3250,8.9
3233,2,06001402200,289,63,49,135,22,CA,California,3250,8.9
7130,3,06001402200,289,63,49,135,22,CA,California,3250,8.9
11724,4,06001402200,915,257,143,368,188,CA,California,3250,28.2
16921,5,06001402200,942,268,145,372,191,CA,California,3250,29.0
22746,6,06001402200,1158,334,192,456,260,CA,California,3250,35.6
29095,7,06001402200,1304,357,231,512,306,CA,California,3250,40.1
35888,8,06001402200,1329,364,234,526,306,CA,California,3250,40.9
43039,9,06001402200,1801,476,398,590,493,CA,California,3250,55.4
50510,10,06001402200,1982,570,429,611,547,CA,California,3250,61.0
57,1,06001403300,21,6,3,10,0,CA,California,5219,0.4
3234,2,06001403300,42,9,7,18,3,CA,California,5219,0.8
7131,3,06001403300,42,9,7,18,3,CA,California,5219,0.8
11725,4,06001403300,862,401,142,114,521,CA,California,5219,16.5
16922,5,06001403300,862,401,142,114,521,CA,California,5219,16.5
22747,6,06001403300,1251,560,197,177,767,CA,California,5219,24.0
29098,7,06001403300,1584,705,232,206,984,CA,California,5219,30.4
35891,8,06001403300,2269,995,316,299,1376,CA,California,5219,43.5
43043,9,06001403300,2595,1124,361,327,1622,CA,California,5219,49.7
50514,10,06001403300,2699,1149,387,363,1624,CA,California,5219,51.7
58,1,06001408800,200,19,102,66,71,CA,California,7287,2.7
3235,2,06001408800,200,19,102,66,71,CA,California,7287,2.7
7135,3,06001408800,982,126,464,277,332,CA,California,7287,13.5
11731,4,06001408800,1933,200,847,639,728,CA,California,7287,26.5
16932,5,06001408800,2621,225,967,1127,891,CA,California,7287,36.0
22759,6,06001408800,3155,262,1088,1452,1017,CA,California,7287,43.3
29112,7,06001408800,3168,256,1101,1465,1010,CA,California,7287,43.5
35905,8,06001408800,3974,331,1372,1772,1311,CA,California,7287,54.5
43057,9,06001408800,4107,336,1384,1874,1346,CA,California,7287,56.4
50528,10,06001408800,4561,353,1542,2096,1490,CA,California,7287,62.6
59,1,06001422000,100,33,32,20,1,CA,California,4139,2.4
3237,2,06001422000,100,33,32,20,1,CA,California,4139,2.4
7137,3,06001422000,182,100,38,25,56,CA,California,4139,4.4
11733,4,06001422000,265,128,63,53,59,CA,California,4139,6.4
16936,5,06001422000,432,182,98,94,64,CA,California,4139,10.4
22766,6,06001422000,522,206,122,120,66,CA,California,4139,12.6
29119,7,06001422000,841,342,146,165,221,CA,California,4139,20.3
35913,8,06001422000,919,395,153,175,253,CA,California,4139,22.2
43066,9,06001422000,939,408,153,176,265,CA,California,4139,22.7
50537,10,06001422000,1017,446,161,182,304,CA,California,4139,24.6
60,1,06001425101,134,88,2,18,79,CA,California,1853,7.2
3238,2,06001425101,134,88,2,18,79,CA,California,1853,7.2
7138,3,06001425101,134,88,2,18,79,CA,California,1853,7.2
11734,4,06001425101,1846,946,82,95,1353,CA,California,1853,99.6
16937,5,06001425101,1846,946,82,95,1353,CA,California,1853,99.6
22767,6,06001425101,1846,946,82,95,1353,CA,California,1853,99.6
29120,7,06001425101,1853,946,82,97,1353,CA,California,1853,100.0
35914,8,06001425101,1853,946,82,97,1353,CA,California,1853,100.0
43067,9,06001425101,1853,946,82,97,1353,CA,California,1853,100.0
50538,10,06001425101,1853,946,82,97,1353,CA,California,1853,100.0
61,1,06001427300,159,57,13,20,59,CA,California,5719,2.8
3239,2,06001427300,426,112,56,48,248,CA,California,5719,7.4
7139,3,06001427300,426,112,56,48,248,CA,California,5719,7.4
11737,4,06001427300,1938,752,374,213,816,CA,California,5719,33.9
16942,5,06001427300,2670,965,408,272,1117,CA,California,5719,46.7
22772,6,06001427300,2944,1056,417,307,1194,CA,California,5719,51.5
29125,7,06001427300,3447,1187,449,355,1420,CA,California,5719,60.3
35920,8,06001427300,3729,1274,470,385,1531,CA,California,5719,65.2
43073,9,06001427300,5719,2094,553,675,2357,CA,California,5719,100.0
50544,10,06001427300,5719,2094,553,675,2357,CA,California,5719,100.0
62,1,06001428200,340,171,10,25,159,CA,California,6627,5.1
3240,2,06001428200,591,288,16,55,239,CA,California,6627,8.9
7141,3,06001428200,1699,815,42,164,638,CA,California,6627,25.6
11741,4,06001428200,3037,1516,71,321,1184,CA,California,6627,45.8
16946,5,06001428200,3392,1719,78,358,1337,CA,California,6627,51.2
22776,6,06001428200,3834,1989,98,420,1551,CA,California,6627,57.9
29129,7,06001428200,3874,2000,98,433,1564,CA,California,6627,58.5
35925,8,06001428200,3993,2072,98,450,1601,CA,California,6627,60.3
43080,9,06001428200,6627,3309,212,726,2782,CA,California,6627,100.0
50551,10,06001428200,6627,3309,212,726,2782,CA,California,6627,100.0
63,1,06001428301,2025,524,51,164,738,CA,California,7044,28.7
3241,2,06001428301,7044,2154,217,691,2546,CA,California,7044,100.0
7142,3,06001428301,7044,2154,217,691,2546,CA,California,7044,100.0
11742,4,06001428301,7044,2154,217,691,2546,CA,California,7044,100.0
16947,5,06001428301,7044,2154,217,691,2546,CA,California,7044,100.0
22777,6,06001428301,7044,2154,217,691,2546,CA,California,7044,100.0
29130,7,06001428301,7044,2154,217,691,2546,CA,California,7044,100.0
35926,8,06001428301,7044,2154,217,691,2546,CA,California,7044,100.0
43081,9,06001428301,7044,2154,217,691,2546,CA,California,7044,100.0
50552,10,06001428301,7044,2154,217,691,2546,CA,California,7044,100.0
64,1,06001428400,1145,546,53,163,559,CA,California,4645,24.7
3243,2,06001428400,1145,546,53,163,559,CA,California,4645,24.7
7144,3,06001428400,1145,546,53,163,559,CA,California,4645,24.7
11744,4,06001428400,1170,550,59,169,560,CA,California,4645,25.2
16949,5,06001428400,1170,550,59,169,560,CA,California,4645,25.2
22779,6,06001428400,1838,822,182,259,741,CA,California,4645,39.6
29132,7,06001428400,1838,822,182,259,741,CA,California,4645,39.6
35928,8,06001428400,2220,1009,197,308,942,CA,California,4645,47.8
43083,9,06001428400,4645,1934,344,688,2037,CA,California,4645,100.0
50554,10,06001428400,4645,1934,344,688,2037,CA,California,4645,100.0
65,1,06001428700,73,44,1,8,94,CA,California,4751,1.5
3244,2,06001428700,1012,540,90,131,398,CA,California,4751,21.3
7145,3,06001428700,1695,850,220,240,732,CA,California,4751,35.7
11747,4,06001428700,1859,897,238,265,836,CA,California,4751,39.1
16952,5,06001428700,2519,1014,397,335,1069,CA,California,4751,53.0
22782,6,06001428700,2596,1031,412,339,1083,CA,California,4751,54.6
29135,7,06001428700,3704,1285,447,428,1383,CA,California,4751,78.0
35931,8,06001428700,4751,1446,573,538,1706,CA,California,4751,100.0
43086,9,06001428700,4751,1446,573,538,1706,CA,California,4751,100.0
50557,10,06001428700,4751,1446,573,538,1706,CA,California,4751,100.0
66,1,06001433400,1835,369,162,195,722,CA,California,6659,27.6
3246,2,06001433400,3440,628,310,520,1286,CA,California,6659,51.7
7147,3,06001433400,3222,651,273,468,1245,CA,California,6659,48.4
11749,4,06001433400,5525,893,505,754,2010,CA,California,6659,83.0
16955,5,06001433400,6563,990,542,867,2352,CA,California,6659,98.6
22785,6,06001433400,6659,1015,555,886,2394,CA,California,6659,100.0
29138,7,06001433400,6659,1015,555,886,2394,CA,California,6659,100.0
35934,8,06001433400,6659,1015,555,886,2394,CA,California,6659,100.0
43089,9,06001433400,6659,1015,555,886,2394,CA,California,6659,100.0
50560,10,06001433400,6659,1015,555,886,2394,CA,California,6659,100.0
67,1,06001435900,22,5,0,8,1,CA,California,5431,0.4
3247,2,06001435900,22,5,0,8,1,CA,California,5431,0.4
7148,3,06001435900,22,5,0,8,1,CA,California,5431,0.4
11750,4,06001435900,22,5,0,8,1,CA,California,5431,0.4
16957,5,06001435900,344,97,10,106,98,CA,California,5431,6.3
22788,6,06001435900,1572,468,56,504,496,CA,California,5431,28.9
29141,7,06001435900,2132,599,63,704,657,CA,California,5431,39.3
35937,8,06001435900,2720,759,81,862,842,CA,California,5431,50.1
43092,9,06001435900,3911,1076,118,1211,1215,CA,California,5431,72.0
50563,10,06001435900,4754,1272,162,1431,1498,CA,California,5431,87.5
68,1,06001437101,793,38,32,142,217,CA,California,7669,10.3
3248,2,06001437101,793,38,32,142,217,CA,California,7669,10.3
7150,3,06001437101,916,48,35,153,257,CA,California,7669,11.9
11752,4,06001437101,2155,177,68,452,627,CA,California,7669,28.1
16959,5,06001437101,4878,359,179,702,1380,CA,California,7669,63.6
22790,6,06001437101,5191,438,186,826,1489,CA,California,7669,67.7
29143,7,06001437101,5191,438,186,826,1489,CA,California,7669,67.7
35939,8,06001437101,5257,442,186,854,1505,CA,California,7669,68.5
43094,9,06001437101,5774,532,215,1059,1650,CA,California,7669,75.3
50565,10,06001437101,6029,557,231,1144,1721,CA,California,7669,78.6
69,1,06001440304,1257,86,27,174,354,CA,California,4726,26.6
3249,2,06001440304,4560,313,217,604,1326,CA,California,4726,96.5
7152,3,06001440304,4726,322,226,620,1363,CA,California,4726,100.0
11756,4,06001440304,4726,322,226,620,1363,CA,California,4726,100.0
16966,5,06001440304,4726,322,226,620,1363,CA,California,4726,100.0
22797,6,06001440304,4726,322,226,620,1363,CA,California,4726,100.0
29150,7,06001440304,4726,322,226,620,1363,CA,California,4726,100.0
35946,8,06001440304,4726,322,226,620,1363,CA,California,4726,100.0
43102,9,06001440304,4726,322,226,620,1363,CA,California,4726,100.0
50573,10,06001440304,4726,322,226,620,1363,CA,California,4726,100.0
70,1,06001440331,382,31,8,134,89,CA,California,3323,11.5
3252,2,06001440331,1992,145,82,431,526,CA,California,3323,59.9
7155,3,06001440331,3264,265,150,624,927,CA,California,3323,98.2
11759,4,06001440331,3323,283,158,639,950,CA,California,3323,100.0
16969,5,06001440331,3323,283,158,639,950,CA,California,3323,100.0
22800,6,06001440331,3323,283,158,639,950,CA,California,3323,100.0
29153,7,06001440331,3323,283,158,639,950,CA,California,3323,100.0
35949,8,06001440331,3323,283,158,639,950,CA,California,3323,100.0
43105,9,06001440331,3323,283,158,639,950,CA,California,3323,100.0
50576,10,06001440331,3323,283,158,639,950,CA,California,3323,100.0
71,1,06001440332,586,59,19,25,177,CA,California,3034,19.3
3253,2,06001440332,586,59,19,25,177,CA,California,3034,19.3
7156,3,06001440332,1543,121,56,74,444,CA,California,3034,50.9
11760,4,06001440332,3034,227,107,162,878,CA,California,3034,100.0
16970,5,06001440332,3034,227,107,162,878,CA,California,3034,100.0
22801,6,06001440332,3034,227,107,162,878,CA,California,3034,100.0
29154,7,06001440332,3034,227,107,162,878,CA,California,3034,100.0
35950,8,06001440332,3034,227,107,162,878,CA,California,3034,100.0
43106,9,06001440332,3034,227,107,162,878,CA,California,3034,100.0
50577,10,06001440332,3034,227,107,162,878,CA,California,3034,100.0
72,1,06001441503,4,0,0,2,1,CA,California,9277,0.0
3255,2,06001441503,136,0,0,9,35,CA,California,9277,1.5
7158,3,06001441503,136,0,0,9,35,CA,California,9277,1.5
11762,4,06001441503,136,0,0,9,35,CA,California,9277,1.5
16974,5,06001441503,642,30,6,25,200,CA,California,9277,6.9
22805,6,06001441503,3015,179,43,102,854,CA,California,9277,32.5
29158,7,06001441503,3015,179,43,102,854,CA,California,9277,32.5
35955,8,06001441503,3282,197,44,113,947,CA,California,9277,35.4
